;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; F-OFSP ;ATR 42-500; Y46 ; 14 Oct 2009 ;; 13.1 Years ;;
; F-ORLB ;ATR 42-600;; 11 Dec 2020 ;; 1.3 Years ;;
