;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-FAXD ;Boeing 737-8 MAX; Y189 ; 11 Mar 2019 ;lsd, Planet Hollywood cs ; 3 Years ;;
; C-FMXA ;Boeing 737-8 MAX; Y189 ; 25 May 2018 ;lsd ; 3.8 Years ;;
; C-FTXE ;Boeing 737-8 MAX; Y189 ; 3 Feb 2021 ;lsd ; 2.9 Years ;;
; C-FTXF ;Boeing 737-8 MAX; Y189 ; 2 Feb 2021 ;lsd ; 2.8 Years ;;
; C-FYXC ;Boeing 737-8 MAX; Y189 ; 31 Jan 2019 ;lsd ; 3.1 Years ;;
; C-GMXB ;Boeing 737-8 MAX; Y189 ; 31 May 2018 ;lsd, Royalton Luxury Resorts cs ; 3.8 Years ;;
; C-FFPH ;Boeing 737-81D(WL); Y189 ; 1 May 2014 ; Parked, lsd ; 7.9 Years ;;
; C-FJVE ;Boeing 737-8DC(WL); Y189 ; 9 Oct 2018 ;lsd ; 16.1 Years ;;
; C-FLSW ;Boeing 737-8HX(WL); Y189 ; 16 Oct 2019 ;lsd ; 13.7 Years ;;
; C-FPRP ;Boeing 737-8FH(WL); Y189 ; 19 May 2015 ;lsd, Jameson Irish Whiskey cs ; 6.8 Years ;;
; C-FTOH ;Boeing 737-8HX(WL); Y189 ; 24 Oct 2019 ; Parked, lsd ; 12.9 Years ;;
; C-FWGH ;Boeing 737-86J(WL); Y189 ; 6 May 2015 ;lsd ; 10.3 Years ;;
; C-FYAU ;Boeing 737-8K5(WL); Y189 ; 5 Jan 2022 ;lsf TUI Airlines Belgium ; 9.1 Years ;;
; C-FYBN ;Boeing 737-8K5(WL); Y189 ; 1 Dec 2021 ;lsf TUI Airways ; 9 Years ;;
; C-FYBZ ;Boeing 737-8K5(WL); Y189 ; 4 Jan 2022 ;lsf TUI Airways ; 10.2 Years ;;
; C-FYDY ;Boeing 737-8K5(WL); Y189 ; 12 Nov 2021 ;lsf TUI Airways ; 10.3 Years ;;
; C-FYEM ;Boeing 737-8K5(WL); Y189 ; 6 Dec 2021 ;lsf TUI Airways ; 9 Years ;;
; C-FYJD ;Boeing 737-8Q8(WL); Y189 ; 22 May 2015 ;lsd ; 6.8 Years ;;
; C-FYJO ;Boeing 737-8K5(WL); Y189 ; 15 Nov 2021 ;lsf TUI Airways ; 9 Years ;;
; C-FYMQ ;Boeing 737-8K5(WL); Y189 ; 3 Dec 2021 ; Parked, lsf TUI Airlines Belgium ; 13.1 Years ;;
; C-FYSD ;Boeing 737-8K5(WL); Y189 ; 9 Dec 2021 ;lsf TUI Airways ; 10.1 Years ;;
; C-FYUW ;Boeing 737-8K5(WL); Y189 ; 1 Nov 2021 ;lsf TUI Airways ; 6.9 Years ;;
; C-FYXA ;Boeing 737-8K5(WL); Y189 ; 29 Nov 2021 ;lsf TUIfly ; 11.3 Years ;;
; C-GBZS ;Boeing 737-8SH(WL); Y189 ; 18 Feb 2016 ;lsd ; 6.1 Years ;;
; C-GFEH ;Boeing 737-8GS(WL); Y189 ; 7 Apr 2015 ;lsd ; 6.9 Years ;;
; C-GLRN ;Boeing 737-8SH(WL); Y189 ; 30 Mar 2017 ;lsd ; 5 Years ;;
; C-GNCH ;Boeing 737-81D(WL); Y189 ; 6 Mar 2014 ;lsd ; 8 Years ;;
; C-GOWG ;Boeing 737-86J(WL); Y189 ; 24 Oct 2019 ;lsd ; 11.6 Years ;;
; C- ;Boeing 737-8K5(WL); Y189 ; Due ; Stored, lsf TUI Airways ; 14.1 Years ;;
