;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N880RW ;Embraer ERJ-170LR (ERJ-170-100 LR); C9Y60 ; 15 May 2017 ; Parked YQG, opf Delta Connection ; 8880 ; 13.5 Years ;;;
; N882RW ;Embraer ERJ-170LR (ERJ-170-100 LR); C9Y60 ; 15 May 2017 ; Parked, opf Delta Connection ; 8882 ; 13.4 Years ;;;
; N979RP ;Embraer ERJ-170SE (ERJ-170-100 SE); C6Y64 ; 4 Oct 2016 ;opf United Express ; 979 ; 16.5 Years ;;;
; N101HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 101 ; 15.2 Years ;;;
; N102HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 102 ; 15.2 Years ;;;
; N103HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 103 ; 15.1 Years ;;;
; N104HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 104 ; 15 Years ;;;
; N105HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 105 ; 15 Years ;;;
; N106HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 106 ; 14.9 Years ;;;
; N107HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 107 ; 14.9 Years ;;;
; N108HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 108 ; 14.9 Years ;;;
; N109HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 109 ; 14.8 Years ;;;
; N110HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 110 ; 14.7 Years ;;;
; N111HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 111 ; 14.7 Years ;;;
; N112HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 112 ; 14.7 Years ;;;
; N113HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 113 ; 14.6 Years ;;;
; N114HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 114 ; 14.5 Years ;;;
; N115HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 115 ; 14.5 Years ;;;
; N116HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Nov 2013 ;opf American Eagle ; 116 ; 14.5 Years ;;;
; N117HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 117 ; 14.5 Years ;;;
; N118HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 118 ; 14.4 Years ;;;
; N119HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 119 ; 14.4 Years ;;;
; N120HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 120 ; 14.4 Years ;;;
; N121HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 121 ; 14.4 Years ;;;
; N122HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 122 ; 14.3 Years ;;;
; N123HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 123 ; 14.3 Years ;;;
; N124HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ; Parked, opf American Eagle ; 124 ; 14.2 Years ;;;
; N125HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 125 ; 14.2 Years ;;;
; N126HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 126 ; 14.1 Years ;;;
; N127HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 127 ; 14.1 Years ;;;
; N128HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 128 ; 14 Years ;;;
; N129HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 129 ; 14 Years ;;;
; N130HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;lsd, opf American Eagle ; 130 ; 14 Years ;;;
; N131HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 131 ; 14 Years ;;;
; N132HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ; Parked, lsd, opf American Eagle ; 132 ; 14 Years ;;;
; N133HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 133 ; 14 Years ;;;
; N134HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 134 ; 13.9 Years ;;;
; N135HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 135 ; 13.8 Years ;;;
; N136HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 136 ; 13.7 Years ;;;
; N137HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 137 ; 13.7 Years ;;;
; N138HQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2013 ;opf American Eagle ; 138 ; 13.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N201JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8201 ; 13.7 Years ;;;
; N202JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8202 ; 13.5 Years ;;;
; N203JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8203 ; 13.5 Years ;;;
; N204JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8204 ; 13.5 Years ;;;
; N205JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ; Parked, opf Delta Connection ; 8205 ; 13.5 Years ;;;
; N206JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8206 ; 13.5 Years ;;;
; N207JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8207 ; 13.4 Years ;;;
; N208JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8208 ; 13.4 Years ;;;
; N209JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8209 ; 13.4 Years ;;;
; N210JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8210 ; 13.3 Years ;;;
; N211JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8211 ; 13.3 Years ;;;
; N212JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8212 ; 13.3 Years ;;;
; N213JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8213 ; 13.3 Years ;;;
; N214JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8214 ; 13.2 Years ;;;
; N215JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8215 ; 13.1 Years ;;;
; N216JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 31 Jan 2017 ;opf Delta Connection ; 8216 ; 13.1 Years ;;;
; N217JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 15 Jan 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8217 ; 14.7 Years ;;;
; N218JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Feb 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8218 ; 14.5 Years ;;;
; N219YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 14 Mar 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8219 ; 14.4 Years ;;;
; N220JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 24 Jun 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8220 ; 14.3 Years ;;;
; N221JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Mar 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8221 ; 14.3 Years ;;;
; N222JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 4 Jan 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8222 ; 14.2 Years ;;;
; N223JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 15 Jan 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8223 ; 14 Years ;;;
; N224JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 24 Jan 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8224 ; 14 Years ;;;
; N225JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 10 Feb 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8225 ; 14 Years ;;;
; N226JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Feb 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8226 ; 14 Years ;;;
; N227JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 4 Jan 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8227 ; 14 Years ;;;
; N228JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Mar 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8228 ; 13.9 Years ;;;
; N229JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 21 Mar 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8229 ; 13.9 Years ;;;
; N230JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 19 Feb 2020 ; Parked, lsf Delta Air Lines, opf Delta Connection ; 8230 ; 13.9 Years ;;;
; N231JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 1 Feb 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8231 ; 13.8 Years ;;;
; N232JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 26 Feb 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8232 ; 13.8 Years ;;;
; N233JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 11 Oct 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8233 ; 13.8 Years ;;;
; N234JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 Mar 2020 ;lsf Delta Air Lines, opf Delta Connection ; 8234 ; 13.7 Years ;;;
; N235JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 8 Nov 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8235 ; 13.7 Years ;;;
; N236JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Dec 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8236 ; 13.6 Years ;;;
; N237JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 9 Mar 2021 ;lsf Delta Air Lines, opf Delta Connection ; 8237 ; 13.6 Years ;;;
; N238JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 1 Jun 2021 ;lsf Delta Air Lines ; 8238 ; 13.5 Years ;;;
; N239JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 Oct 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8239 ; 13.5 Years ;;;
; N240JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 24 Oct 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8240 ; 13.5 Years ;;;
; N241JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 1 Nov 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8241 ; 13.5 Years ;;;
; N242JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 30 Nov 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8242 ; 13.4 Years ;;;
; N243JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 15 Nov 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8243 ; 13.4 Years ;;;
; N244JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 23 Nov 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8244 ; 13.4 Years ;;;
; N245JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 16 Dec 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8245 ; 13.3 Years ;;;
; N246JQ ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 23 Dec 2019 ;lsf Delta Air Lines, opf Delta Connection ; 8246 ; 13.3 Years ;;;
; N359EJ ;Embraer ERJ-175STD (ERJ-170-200);; 29 Oct 2021 ; Parked ;; 8.9 Years ;;;
; N401YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 15 Jul 2013 ;; 401 ; 8.7 Years ;;;
; N402YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 Jul 2013 ;; 402 ; 8.7 Years ;;;
; N403YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 23 Jul 2013 ;; 403 ; 8.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N404YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 20 Aug 2013 ;opf American Eagle ; A04 ; 8.6 Years ;;;
; N405YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 22 Aug 2013 ;opf American Eagle ; A05 ; 8.6 Years ;;;
; N406YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 27 Aug 2013 ;opf American Eagle ; A06 ; 8.6 Years ;;;
; N407YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 17 Sep 2013 ;opf American Eagle, "1000th E-Jet" titles ; A07 ; 8.5 Years ;;;
; N408YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 24 Sep 2013 ;opf American Eagle ; A08 ; 8.5 Years ;;;
; N409YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 24 Sep 2013 ;opf American Eagle ; A09 ; 8.5 Years ;;;
; N410YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 22 Oct 2013 ;opf American Eagle ; A10 ; 8.5 Years ;;;
; N411YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 22 Oct 2013 ;opf American Eagle ; A11 ; 8.5 Years ;;;
; N412YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 29 Oct 2013 ;opf American Eagle ; A12 ; 8.4 Years ;;;
; N413YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 21 Nov 2013 ;opf American Eagle ; A13 ; 8.3 Years ;;;
; N414YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 21 Nov 2013 ;opf American Eagle ; A14 ; 8.3 Years ;;;
; N415YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Nov 2013 ;opf American Eagle ; A15 ; 8.3 Years ;;;
; N416YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 12 Dec 2013 ;opf American Eagle ; A16 ; 8.3 Years ;;;
; N417YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 17 Dec 2013 ;opf American Eagle ; A17 ; 8.2 Years ;;;
; N418YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 19 Dec 2013 ;opf American Eagle ; A18 ; 8.2 Years ;;;
; N419YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 19 Dec 2013 ;opf American Eagle ; A19 ; 8.2 Years ;;;
; N420YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 28 Jan 2014 ;opf American Eagle ; A20 ; 8.1 Years ;;;
; N421YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 18 Feb 2014 ;opf American Eagle ; A21 ; 8.1 Years ;;;
; N422YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Feb 2014 ;opf American Eagle ; A22 ; 8.1 Years ;;;
; N423YX ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y64 ; 25 Mar 2014 ;opf American Eagle ; A23 ; 8 Years ;;;
