;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LZ-MAA ;Airbus A319-111;; 17 Nov 2021 ; Parked, lsd ; 10.3 Years ;;
; LZ-MAD ;Airbus A319-111;; 29 Sep 2021 ; Parked, lsd ; 10.4 Years ;;
; LZ-MAK ;Airbus A319-111;; 29 Sep 2021 ; Parked, lsd ; 9.8 Years ;;
; LZ-FBE ;Airbus A320-214;; 7 Oct 2021 ;lsd ; 13.1 Years ;;
; LZ-BOO ;Boeing 737-341(WL); Y148 ; 8 Sep 2019 ;; 29.9 Years ;;
; LZ-BOT ;Boeing 737-322; Y148 ; Mar 2016 ; Parked SOF ; 31.7 Years ;;
; LZ-BVL ;Boeing 737-33S(WL); Y148 ; 30 Oct 2019 ; Parked ; 24 Years ;;
; LZ-BVM ;Boeing 737-31S(WL); Y148 ; 22 Oct 2019 ; Parked SOF ; 24.2 Years ;;
; LZ-BVN ;Boeing 737-31S(WL); Y148 ; 11 Apr 2017 ; Parked ; 23.5 Years ;;
; LZ-BVR ;Boeing 737-31S(WL); Y148 ; 18 Apr 2017 ; Parked ; 23.5 Years ;;
; LZ-BVS ;Boeing 737-3H4(WL);; 30 Nov 2018 ; Parked SOF ; 26.2 Years ;;
; LZ-BVT ;Boeing 737-3H4(WL); Y146 ; 13 Feb 2019 ; Parked VAR ; 26.1 Years ;;
; LZ-BVU ;Boeing 737-3H4(WL); Y143 ; 30 Nov 2018 ; Parked SOF ; 25.5 Years ;;
