;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 9H-SLE ;Airbus A320-214; Y180 ; 4 Feb 2022 ;lsf SmartLynx Malta ;; 13.9 Years ;;
; 9H-SLF ;Airbus A320-214; Y180 ; 17 Jan 2022 ;lsf SmartLynx Malta ;; 14.2 Years ;;
; 9H-SLH ;Airbus A320-214; Y180 ; 17 Jan 2022 ;lsf SmartLynx Malta ;; 14 Years ;;
; 9H-SLI ;Airbus A320-214; Y180 ; 25 Nov 2021 ;lsf SmartLynx Malta ;; 12.9 Years ;;
; 9H-SLJ ;Airbus A320-214; Y180 ; 25 Nov 2021 ;lsf SmartLynx Malta ;; 12.9 Years ;;
; 5N-BQO ;Boeing 737-36N(WL);; May 2015 ; Parked ; Helen Ekwusi Onyema ; 23.9 Years ;;
; 5N-BQP ;Boeing 737-33R;; 19 Nov 2015 ;;; 24.7 Years ;;
; 5N-BQU ;Boeing 737-36N;; 18 Dec 2015 ;;; 24.4 Years ;;
; 5N-BQV ;Boeing 737-33V;; 9 Mar 2016 ;;; 22.6 Years ;;
; 5N-BUK ;Boeing 737-36N(WL);; 18 May 2017 ; Parked LOS ; Mathias Eburuo Onyema ; 24.7 Years ;;
; 5N-BUL ;Boeing 737-36N(WL);; 18 May 2017 ;; Isaac Onyema ; 24.6 Years ;;
; 5N-BUO ;Boeing 737-36Q;; 5 Jan 2017 ;; Tina Amauche Ukonze (Nee Onyema) ; 24.8 Years ;;
; 5N-BUQ ;Boeing 737-33A;; 25 May 2017 ;;; 24.9 Years ;;
; 5N-BQQ ;Boeing 737-524(WL);; 3 Oct 2014 ;; Obinna ; 26.8 Years ;;
; 5N-BQR ;Boeing 737-528(WL);; 7 Jul 2014 ;;; 29.1 Years ;;
; 5N-BQS ;Boeing 737-524(WL);; 28 May 2014 ;lsd ;; 27.2 Years ;;
; 5N-BRN ;Boeing 737-528(WL);; 10 Dec 2014 ; Parked ; Ugochukwu ; 29.2 Years ;;
; 5N-BUJ ;Boeing 737-5L9;; 21 Feb 2017 ;;; 25 Years ;;
; 5N-BVE ;Boeing 777-21HER; F12C42Y220 ; 6 Feb 2018 ; Parked CAI ; Ifechukwu ; 23.4 Years ;;
; 5N-BUU ;Boeing 777-31H;; 16 Jan 2018 ;; Ojochide ; 19.4 Years ;;
; 5N-BWI ;Boeing 777-312;; Mar 2019 ;lsd ; Añuli Peggy Onyema ; 17 Years ;;
; 5N-BQT ;Dornier Do-328JET-310;; Jul 2013 ;; Michael ; 13.6 Years ;;
; 5N-BYF ;Embraer E195-E2 (ERJ 190-400 STD); C12Y112 ; 27 Jan 2021 ;; Helen Ekwusi Onyema ; 1.5 Years ;;
; 5N-BYG ;Embraer E195-E2 (ERJ 190-400 STD); C12Y112 ; 17 Mar 2021 ;; Nnenna Onyema ; 1.2 Years ;;
; 5N-BYH ;Embraer E195-E2 (ERJ 190-400 STD); C12Y112 ; 16 Jun 2021 ;; Uche Onyema ; 1.3 Years ;;
; 5N-BYI ;Embraer E195-E2 (ERJ 190-400 STD); C12Y112 ; 22 Sep 2021 ;; Kingsley Chukwuma Onyema ; 0.4 Years ;;
; 5N-BYJ ;Embraer E195-E2 (ERJ 190-400 STD); C12Y112 ; 8 Dec 2021 ;; Cyril Onyema ; 0.2 Years ;;
; 5N-BUV ;Embraer ERJ-145MP; Y50 ; 14 Aug 2017 ;; Amaka Lilian Anene ; 22.3 Years ;;
; 5N-BUW ;Embraer ERJ-145MP; Y50 ; 14 Aug 2017 ;;; 21.4 Years ;;
; 5N-BUX ;Embraer ERJ-145MP; Y50 ; 14 Aug 2017 ;; Udoka Ozor (Nee Onyema) ; 21.4 Years ;;
; 5N-BUY ;Embraer ERJ-145LR; Y50 ; 14 Aug 2017 ;;; 22.8 Years ;;
; 5N-BUZ ;Embraer ERJ-145LR; Y50 ; 16 Aug 2017 ;;; 22.6 Years ;;
; 5N-BVD ;Embraer ERJ-145LR; Y50 ; 16 Aug 2017 ;;; 22.4 Years ;;
; 5N-BXF ;Embraer ERJ-145LR; Y50 ; 10 Oct 2019 ;; Zinachidi Sophia Onyema ; 20.5 Years ;;
; 5N-BXG ;Embraer ERJ-145LR; Y50 ; 10 Oct 2019 ;;; 21.1 Years ;;
