;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; F-OICG ;ATR 42-320;; 30 Apr 1996 ; Oct 1998 ;F-OICG Air Inter Gabon ;lsd ;;
; 9Q-CKZ ;Boeing 737-293;; Aug 1996 ; Dec 1997 ;9Q-CKZ CAL - Congo Airlines ;lsf CAL - Congo Airlines ;;
