;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-TAB ;Airbus A320-231;; Sep 2012 ; Parked PGF ; 29.5 Years ;;
; EP-TAC ;Airbus A320-231; Y168 ; Aug 2012 ;Iranian National Football Team cs ; 29.1 Years ;;
; EP-TAD ;Airbus A320-231; Y168 ; 17 Apr 2014 ;; 29.5 Years ;;
; EP-TAF ;Boeing 737-332;; 9 Dec 2015 ;; 28.9 Years ;;
; EP-TAG ;Boeing 737-5L9;; 14 Sep 2017 ;lsf Castano ; 24 Years ;;
; EP-EMA ;Embraer ERJ-145EP;; 30 Mar 2021 ; Parked ; 22 Years ;;
; EP-EMB ;Embraer ERJ-145LR;; 18 May 2021 ; Parked ; 21.7 Years ;;
; EP-EMC ;Embraer ERJ-145LR;; 30 Mar 2021 ;; 20.1 Years ;;
; EP-MDZ ;McDonnell Douglas MD-82 (DC-9-82);; Dec 2020 ; Parked ; 34.9 Years ;;
; EP-TAT ;McDonnell Douglas MD-82 (DC-9-82);; Jan 2021 ; Parked TBZ ; 31.5 Years ;;
; EP-TAL ;McDonnell Douglas MD-83 (DC-9-83);; 7 Sep 2018 ;; 22.4 Years ;;
; EP-TAM ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; Dec 2012 ;; 27.4 Years ;;
; EP-TAN ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; 31 Dec 2012 ;Tabriz 2018 the Capital of Islamic Tourism cs ; 25.9 Years ;;
; EP-TAO ;McDonnell Douglas MD-83 (DC-9-83);; Mar 2019 ;; 23.2 Years ;;
; EP-TAP ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; 28 Nov 2012 ;; 27.3 Years ;;
; EP-TAQ ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; Sep 2012 ;Alborz ; 26 Years ;;
; EP-TAR ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; Oct 2012 ;; 30.9 Years ;;
