;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BNK ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 25 May 2016 ;; 23 Years ;;
; VP-BNM ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 11 Apr 2016 ;; 23 Years ;;
; VP-BNO ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 11 Feb 2016 ;; 24 Years ;;
; VP-BVC ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 12 Jun 2013 ;; 21.4 Years ;;
; VP-BVD ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 16 Aug 2013 ; Parked ; 21.4 Years ;;
; VP-BVK ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 20 Jun 2013 ;Hotels.com cs ; 21.8 Years ;;
; VQ-BNA ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 6 Oct 2011 ;; 21.1 Years ;;
; VQ-BNB ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 26 Aug 2011 ; Parked ; 22.2 Years ;;
; VQ-BND ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 17 Apr 2012 ;; 21 Years ;;
; VQ-BNE ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 27 Jul 2011 ;; 21 Years ;;
; VP-BMN ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2010 ;lsd ; 24.7 Years ;;
; VQ-BFA ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2010 ;; 20.1 Years ;;
; VQ-BFB ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2010 ;; 20 Years ;;
; VQ-BFF ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2010 ;; 21.1 Years ;;
; VQ-BFI ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 1 Apr 2010 ;; 19.6 Years ;;
