;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N306AL ;Boeing 737-2T4C(A); Cargo ; 27 Jan 2012 ;; 38.3 Years ;;
; N326TR ;Boeing 737-210C(A); Cargo ; 16 May 2017 ;; 48 Years ;;
; N737CS ;Boeing 737-2T4C(A); Cargo ; 31 Oct 2013 ;; 37 Years ;;
; N809TA ;Boeing 737-209(A)(F); Cargo ; 17 Jul 2014 ;; 34.6 Years ;;
; N251AU ;Boeing 737-4Q8;; 29 Apr 2021 ; Parked DHN ; 28.8 Years ;;
