;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-LPC ;Airbus A320-214; Y174 ; 31 May 2012 ; Parked ; 9.8 Years ;;
; B-LPD ;Airbus A320-214; Y174 ; 29 Jun 2012 ; Parked ; 9.7 Years ;;
; B-LPE ;Airbus A320-214; Y174 ; 1 Aug 2019 ; Parked ; 9.6 Years ;;
; B-LPI ;Airbus A320-214; C8Y144 ; 22 Jan 2013 ;; 9.1 Years ;;
; B-LPJ ;Airbus A320-214; C8Y144 ; 13 Mar 2013 ;; 9 Years ;;
; B-LPK ;Airbus A320-214; C8Y144 ; 21 Mar 2013 ; Parked ; 9 Years ;;
; B-LPL ;Airbus A320-214(WL); Y174 ; 24 Mar 2014 ; Parked ; 8 Years ;;
; B-LPM ;Airbus A320-214(WL); Y174 ; 18 Sep 2014 ; Parked ; 7.5 Years ;;
; B-LPN ;Airbus A320-214(WL); Y174 ; 24 Apr 2015 ; Parked ; 6.9 Years ;;
; B-LPO ;Airbus A320-214(WL); Y174 ; 18 Dec 2015 ; Parked ; 6.2 Years ;;
; B-LPP ;Airbus A320-214(WL); Y174 ; 15 Apr 2016 ; Parked, lsd ; 6 Years ;;
; B-LPQ ;Airbus A320-214(WL); Y174 ; 21 Apr 2016 ; Parked, lsd ; 5.9 Years ;;
; 2-BJNL ;Airbus A330-243;; 22 Oct 2021 ; Parked ; 10.2 Years ;;
; B-LNC ;Airbus A330-223; C24Y259 ; 21 Jun 2010 ; Parked ; 12.3 Years ;;
; B-LND ;Airbus A330-223; C24Y259 ; 4 Jun 2010 ; Parked ; 12.3 Years ;;
; B-LNE ;Airbus A330-223; C24Y259 ; 17 Sep 2010 ; Parked ; 12.3 Years ;;
; B-LNF ;Airbus A330-223; C24Y259 ; 16 Dec 2010 ; Parked HKG ; 11.4 Years ;;
; B-LNG ;Airbus A330-223; C24Y259 ; 28 Oct 2010 ; Parked ; 11.4 Years ;;
; B-LNI ;Airbus A330-223; C24Y259 ; 30 Jun 2011 ; Parked ; 11.6 Years ;;
; B-LNK ;Airbus A330-243; C18Y246 ; 26 Oct 2013 ; Parked ; 10.1 Years ;;
; B-LNL ;Airbus A330-243; C18Y246 ; 16 Nov 2013 ; Parked ; 9.7 Years ;;
; B-LNV ;Airbus A330-243F; Cargo ; 12 Dec 2017 ;lsd ; 10 Years ;;
; B-LNW ;Airbus A330-243F; Cargo ; 23 Mar 2017 ;lsd ; 9.7 Years ;;
; B-LNX ;Airbus A330-243F; Cargo ; 9 Nov 2017 ;lsd ; 10.7 Years ;;
; B-LNY ;Airbus A330-243F; Cargo ; Oct 2016 ;lsd ; 11.4 Years ;;
; B-LNZ ;Airbus A330-243F; Cargo ; 25 Feb 2020 ;lsd ; 11.7 Years ;;
; B-LNM ;Airbus A330-343; C32Y260 ; 30 Nov 2012 ;; 9.4 Years ;;
; B-LNN ;Airbus A330-343; C32Y260 ; 4 Feb 2016 ;; 9.3 Years ;;
; B-LNO ;Airbus A330-343; C32Y260 ; 5 Feb 2013 ;; 9.1 Years ;;
; B-LNP ;Airbus A330-343; C32Y260 ; 22 Mar 2013 ;; 9 Years ;;
; B-LNQ ;Airbus A330-343; C32Y260 ; 13 Nov 2015 ; Parked ; 6.4 Years ;;
; B-LNR ;Airbus A330-343; C30Y255 ; 8 Jul 2016 ; Parked, lsd ; 12 Years ;;
; B-LNS ;Airbus A330-343; C30Y255 ; 20 Jul 2016 ; Parked, lsd ; 12 Years ;;
; B-LGE ;Airbus A350-941; C33Y301 ; 31 Aug 2018 ; Parked ASP, lsd ; 3.6 Years ;;
