;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZK-MCO ;ATR 72-500 (72-212A);; 4 Feb 2019 ;; 22.2 Years ;;
; ZK-CIY ;Saab 340A(QC); Y34/Cargo ; 24 Jan 2018 ;; 33.3 Years ;;
; ZK-CIZ ;Saab 340B; Y34 ; 24 Jan 2018 ;; 28.2 Years ;;
; ZK-KRA ;Saab 340A(QC); Y34 ; 2 Aug 2016 ;; 35.6 Years ;;
