;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-1109 ;Boeing 737-34S(BDSF); Cargo ; 14 Jul 2019 ;lsd ; 24 Years ;;
; B-1110 ;Boeing 737-34S(BDSF); Cargo ; 14 Jun 2019 ;lsd ; 24.2 Years ;;
; B-2571 ;Boeing 737-39P(SF); Cargo ; 14 Jun 2019 ;lsd ; 23.7 Years ;;
; B-2572 ;Boeing 737-39P(SF); Cargo ; 14 Jun 2019 ;; 23.5 Years ;;
; B-2986 ;Boeing 737-3W0(SF); Cargo ; 14 Jun 2019 ;; 24.3 Years ;;
; B-1156 ;Boeing 737-446(SF); Cargo ; 14 Jun 2019 ;lsd ; 26.8 Years ;;
; B-220L ;Boeing 737-86N(BCF)(WL); Cargo ; 16 Dec 2020 ;; 22.4 Years ;;
; B-220M ;Boeing 737-8AS(BCF)(WL); Cargo ; 16 Dec 2020 ;lsd ; 16.9 Years ;;
; B-220N ;Boeing 737-8AS(BCF)(WL); Cargo ; 9 Mar 2021 ;lsd ; 16.9 Years ;;
; B-221E ;Boeing 737-84P(BCF)(WL); Cargo ; 30 Jun 2021 ;lsd ; 11.7 Years ;;
; B-5137 ;Boeing 737-84P(BCF)(WL); Cargo ; 16 May 2021 ; Parked, lsd ; 16.3 Years ;;
; B- ;Boeing 767-300F; Cargo ; On Order ;; 0.2 Years ;;
; B- ;Boeing 767-300F; Cargo ; On Order ;; 0.1 Years ;;
; B- ;Boeing 767-300F; Cargo ; On Order ;;;;
