;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; ZK-OAB ;Airbus A320-232; Y171 ; 27 Jan 2011 ;lsd ; 11.2 Years ;;;
; ZK-OJM ;Airbus A320-232; Y168 ; 14 Mar 2008 ;; 16.5 Years ;;;
; ZK-OJQ ;Airbus A320-232; Y171 ; 21 Feb 2011 ;lsd ; 11.1 Years ;;;
; ZK-OJR ;Airbus A320-232; Y171 ; 9 Nov 2011 ;lsd ; 10.4 Years ;;;
; ZK-OJS ;Airbus A320-232; Y171 ; 13 Dec 2011 ;lsd ; 10.3 Years ;;;
; ZK-OXA ;Airbus A320-232(WL); Y171 ; 15 Jun 2013 ; Parked ; 8.8 Years ;;;
; ZK-OXB ;Airbus A320-232(WL); Y171 ; 19 Jul 2013 ;; 8.7 Years ;;;
; ZK-OXC ;Airbus A320-232(WL); Y171 ; 22 Nov 2013 ;; 8.3 Years ;;;
; ZK-OXD ;Airbus A320-232(WL); Y171 ; 13 Feb 2014 ;; 8.1 Years ;;;
; ZK-OXE ;Airbus A320-232(WL); Y171 ; 7 Mar 2014 ; Parked ; 8 Years ;;;
; ZK-OXF ;Airbus A320-232(WL); Y171 ; 21 Jul 2014 ;; 7.7 Years ;;;
; ZK-OXG ;Airbus A320-232(WL); Y171 ; 19 Feb 2015 ;; 7.1 Years ;;;
; ZK-OXH ;Airbus A320-232(WL); Y171 ; 26 Feb 2015 ;; 7.1 Years ;;;
; ZK-OXI ;Airbus A320-232(WL); Y171 ; 10 Apr 2015 ;; 7 Years ;;;
; ZK-OXJ ;Airbus A320-232(WL); Y171 ; 30 Jul 2015 ;; 6.6 Years ;;;
; ZK-OXK ;Airbus A320-232(WL); Y171 ; 5 Sep 2015 ;; 6.6 Years ;;;
; ZK-OXL ;Airbus A320-232(WL); Y171 ; 6 May 2016 ;; 5.9 Years ;;;
; ZK-OXM ;Airbus A320-232(WL); Y171 ; 28 Oct 2016 ;; 5.4 Years ;;;
; ZK-NHA ;Airbus A320-271N; Y165 ; 25 Feb 2019 ;lsd ; 3 Years ;;;
; ZK-NHB ;Airbus A320-271N; Y165 ; 6 Apr 2019 ; Parked ; 2.9 Years ;;;
; ZK-NHC ;Airbus A320-271N; Y165 ; 5 Apr 2019 ;; 3 Years ;;;
; ZK-NHD ;Airbus A320-271N; Y165 ; 21 Nov 2019 ; Parked, lsd ; 2.3 Years ;;;
; ZK-NHE ;Airbus A320-271N; Y165 ; 6 Nov 2021 ;; 0.4 Years ;;;
; ZK-NHF ;Airbus A320-271N; Y165 ; 28 Oct 2021 ;; 0.4 Years ;;;
; ZK-NNA ;Airbus A321-271NX; Y214 ; 31 Oct 2018 ;lsd ; 3.3 Years ;;;
; ZK-NNB ;Airbus A321-271NX; Y214 ; 30 Nov 2018 ;; 3.3 Years ;;;
; ZK-NNC ;Airbus A321-271NX; Y214 ; 6 Dec 2018 ;lsd ; 3.3 Years ;;;
; ZK-NND ;Airbus A321-271NX; Y214 ; 12 Feb 2019 ;; 3.1 Years ;;;
; ZK-NNE ;Airbus A321-271NX; Y214 ; 1 May 2019 ;lsd ; 2.9 Years ;;;
; ZK-NNF ;Airbus A321-271NX; Y214 ; 12 Jul 2019 ; Parked ; 2.7 Years ;;;
; ZK-NNG ;Airbus A321-271NX; Y214 ; 13 Sep 2019 ;; 2.5 Years ;;;
; ZK-MVA ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 9.4 Years ;;;
; ZK-MVB ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 9.2 Years ;;;
; ZK-MVC ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 8.8 Years ;;;
; ZK-MVD ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 8.3 Years ;;;
; ZK-MVE ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 7.4 Years ;;;
; ZK-MVF ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 7.1 Years ;;;
; ZK-MVG ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 6.7 Years ;;;
; ZK-MVH ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 6.2 Years ;;;
; ZK-MVI ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 6.2 Years ;;;
; ZK-MVJ ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ; Parked ; 6 Years ;;;
; ZK-MVK ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 5.8 Years ;;;
; ZK-MVL ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 5.8 Years ;;;
; ZK-MVM ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 5.6 Years ;;;
; ZK-MVN ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 5.6 Years ;;;
; ZK-MVO ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 6.2 Years ;;;
; ZK-MVP ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 4.7 Years ;;;
; ZK-MVQ ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 4.6 Years ;;;
; ZK-MVR ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 3.9 Years ;;;
; ZK-MVU ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 3.8 Years ;;;
; ZK-MVV ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 3.6 Years ;;;
; ZK-MVW ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 3.5 Years ;;;
; ZK-MVX ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; ZK-MVZ ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 2.7 Years ;;;
; ZK-MZA ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 2.5 Years ;;;
; ZK-MZB ;ATR 72-600 (72-212A); Y68 ; 9 Dec 2019 ;; 2.4 Years ;;;
; ZK-MZC ;ATR 72-600 (72-212A); Y68 ; 15 Dec 2019 ;; 2.3 Years ;;;
; ZK-MZD ;ATR 72-600 (72-212A); Y68 ; 28 Dec 2019 ;; 2.3 Years ;;;
; ZK-MZE ;ATR 72-600 (72-212A); Y68 ; 23 Oct 2020 ;; 1.5 Years ;;;
; ZK-MZF ;ATR 72-600 (72-212A); Y68 ; 4 Dec 2021 ;"ATR 1600th" sticker ; 0.3 Years ;;;
; ZK-OKM ;Boeing 777-319ER; C44W54Y244 ; 20 Dec 2010 ; Parked VCV ; 11.3 Years ;;;
; ZK-OKN ;Boeing 777-319ER; C44W54Y244 ; 15 Feb 2011 ; Parked AKL ; 11.1 Years ;;;
; ZK-OKO ;Boeing 777-319ER; C44W54Y244 ; 22 Mar 2011 ; Parked AKL, lsd ; 11 Years ;;;
; ZK-OKP ;Boeing 777-319ER; C44W54Y244 ; 7 Nov 2011 ; Parked VCV ; 10.3 Years ;;;
; ZK-OKQ ;Boeing 777-319ER; C44W54Y244 ; 10 Jan 2012 ;; 10.2 Years ;;;
; ZK-OKR ;Boeing 777-319ER; C44W54Y244 ; 6 Jun 2014 ; Parked VCV, lsd ; 7.8 Years ;;;
; ZK-OKS ;Boeing 777-319ER; C44W54Y244 ; 25 Sep 2014 ; Parked VCV, lsd ; 7.5 Years ;;;
; ZK-NZC ;Boeing 787-9 Dreamliner; C18W21Y263 ; 24 Aug 2015 ;; 8.6 Years ;;;
; ZK-NZD ;Boeing 787-9 Dreamliner; C18W21Y263 ; 23 Jul 2015 ;; 8.3 Years ;;;
; ZK-NZE ;Boeing 787-9 Dreamliner; C18W21Y263 ; 30 Jun 2014 ;; 7.8 Years ;;;
; ZK-NZF ;Boeing 787-9 Dreamliner; C18W21Y263 ; 27 Sep 2014 ;; 7.5 Years ;;;
; ZK-NZG ;Boeing 787-9 Dreamliner; C18W21Y263 ; 3 Dec 2014 ;; 7.3 Years ;;;
; ZK-NZH ;Boeing 787-9 Dreamliner; C18W21Y263 ; 29 Oct 2015 ;; 6.4 Years ;;;
; ZK-NZI ;Boeing 787-9 Dreamliner; C18W21Y263 ; 27 Jul 2016 ;; 5.7 Years ;;;
; ZK-NZJ ;Boeing 787-9 Dreamliner; C18W21Y263 ; 8 Sep 2016 ;; 5.6 Years ;;;
; ZK-NZK ;Boeing 787-9 Dreamliner; C18W21Y263 ; 12 Oct 2016 ;; 5.4 Years ;;;
; ZK-NZL ;Boeing 787-9 Dreamliner; C27W33Y215 ; 5 Oct 2017 ;; 4.4 Years ;;;
; ZK-NZM ;Boeing 787-9 Dreamliner; C27W33Y215 ; 21 Nov 2017 ;; 4.3 Years ;;;
