;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-6167 ;Airbus A319-115; C8Y114 ; 21 Jun 2007 ;lsd ; 14.7 Years ;;;
; B-6172 ;Airbus A319-115; C8Y114 ; 5 Jul 2007 ; Parked, lsd ; 14.7 Years ;;;
; B-6217 ;Airbus A319-115; C8Y114 ; 27 Feb 2006 ;lsd ; 16.1 Years ;;;
; B-6218 ;Airbus A319-115; C8Y114 ; 15 May 2006 ;lsd ; 15.9 Years ;;;
; B-6231 ;Airbus A319-115; C8Y114 ; 13 Jul 2006 ;lsd ; 15.7 Years ;;;
; B-6423 ;Airbus A319-115; C8Y114 ; 26 Oct 2012 ;lsd ; 9.4 Years ;;;
; B-6427 ;Airbus A319-133(WL); C8Y114 ; 28 Aug 2012 ;lsd ; 9.5 Years ;;;
; B-6428 ;Airbus A319-115(WL); C8Y114 ; 24 Oct 2012 ;; 9.4 Years ;;;
; B-6429 ;Airbus A319-115(WL); C8Y114 ; 30 Oct 2012 ;; 9.4 Years ;;;
; B-6430 ;Airbus A319-133(WL); C8Y114 ; 4 Dec 2012 ;lsd ; 9.3 Years ;;;
; B-6431 ;Airbus A319-115; C8Y114 ; 19 Nov 2012 ;lsd ; 9.3 Years ;;;
; B-6432 ;Airbus A319-115; C8Y114 ; 19 Dec 2012 ;lsd ; 9.2 Years ;;;
; B-6439 ;Airbus A319-133(WL); C8Y114 ; 29 Mar 2013 ;; 8.9 Years ;;;
; B-6446 ;Airbus A319-133(WL); C8Y114 ; 16 Aug 2013 ;; 8.6 Years ;;;
; B-6450 ;Airbus A319-133(WL); C8Y114 ; 25 Oct 2013 ;; 8.4 Years ;;;
; B-6452 ;Airbus A319-115(WL); C8Y114 ; 29 Apr 2014 ;lsd, Magnificent Qinghai cs ; 7.9 Years ;;;
; B-6456 ;Airbus A319-132(WL); C8Y114 ; 16 Apr 2014 ;; 7.9 Years ;;;
; B-6457 ;Airbus A319-132(WL); C8Y114 ; 27 Jan 2014 ;; 8.1 Years ;;;
; B-6458 ;Airbus A319-115(WL); C8Y114 ; 23 May 2014 ;lsd, Magnificent Qinghai cs ; 7.8 Years ;;;
; B-6459 ;Airbus A319-115(WL); C8Y114 ; 12 Aug 2014 ;lsd ; 7.6 Years ;;;
; B-6460 ;Airbus A319-115(WL); C8Y114 ; 3 Sep 2014 ;; 7.5 Years ;;;
; B-6461 ;Airbus A319-115(WL); C8Y114 ; 29 Sep 2014 ;lsd ; 7.5 Years ;;;
; B-6462 ;Airbus A319-132(WL); C8Y114 ; 17 Jul 2014 ;; 7.6 Years ;;;
; B-6463 ;Airbus A319-132(WL); C8Y114 ; 15 Oct 2014 ;; 7.4 Years ;;;
; B-6465 ;Airbus A319-115(WL); C8Y114 ; 12 Dec 2014 ;lsd ; 7.3 Years ;;;
; B-6466 ;Airbus A319-115(WL); C8Y114 ; 12 Dec 2014 ;lsd ; 7.3 Years ;;;
; B-6469 ;Airbus A319-115(WL); C8Y114 ; 3 Mar 2015 ;lsd ; 7 Years ;;;
; B-6470 ;Airbus A319-115(WL); C8Y114 ; 21 Jan 2015 ;lsd ; 7.2 Years ;;;
; B-6471 ;Airbus A319-115(WL); C8Y114 ; 16 Apr 2015 ;lsd ; 6.9 Years ;;;
; B-6472 ;Airbus A319-132(WL); C8Y114 ; 20 Jan 2015 ;lsd ; 7.2 Years ;;;
; B-6476 ;Airbus A319-115(WL); C8Y114 ; 11 May 2015 ;lsd ; 6.8 Years ;;;
; B-6477 ;Airbus A319-115(WL); C8Y114 ; 5 Jun 2015 ;lsd ; 6.8 Years ;;;
; B-8017 ;Airbus A319-132(WL); C8Y114 ; 20 Jul 2015 ;lsd ; 6.6 Years ;;;
; B-8379 ;Airbus A319-115(WL); C8Y114 ; 26 Feb 2016 ;; 6.1 Years ;;;
; B-8390 ;Airbus A319-115(WL); C8Y114 ; 2 Mar 2016 ;; 6 Years ;;;
; B-1018 ;Airbus A320-214(WL); C8Y150 ; 27 Oct 2017 ;lsd ; 4.4 Years ;;;
; B-1019 ;Airbus A320-214(WL); C8Y150 ; 19 Sep 2017 ;lsd ; 4.5 Years ;;;
; B-1028 ;Airbus A320-214(WL); C8Y150 ; 18 Oct 2017 ;lsd ; 4.4 Years ;;;
; B-1029 ;Airbus A320-214(WL); C8Y150 ; 24 Nov 2017 ;lsd ; 4.3 Years ;;;
; B-1035 ;Airbus A320-214(WL); C8Y150 ; 19 Dec 2017 ;lsd ; 4.2 Years ;;;
; B-1051 ;Airbus A320-214(WL); C8Y150 ; 30 Jan 2018 ;lsd ; 4.1 Years ;;;
