;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SX-OAW ;ATR 42-600; Y48 ; 30 Jul 2016 ; Parked, lsd ; 7.8 Years ;;
; SX-OAX ;ATR 42-600; Y48 ; 2 Aug 2016 ; Parked, lsd ; 7.3 Years ;;
; SX-OAY ;ATR 42-600; Y48 ; 6 Aug 2021 ; Parked, lsd ; 9.1 Years ;;
; SX-OAZ ;ATR 42-600; Y48 ; 20 Sep 2021 ;lsd ; 8.8 Years ;;
; SX-OBI ;ATR 72-600 (72-212A);; 9 Feb 2022 ;lsd ; 6.3 Years ;;
; SX-OBJ ;ATR 72-600 (72-212A);; 30 Nov 2021 ;lsd ; 5.9 Years ;;
; SX-OBM ;ATR 72-600 (72-212A);; 28 Jan 2022 ;lsd ; 9.3 Years ;;
; SX-OBA ;Bombardier DHC-8-402Q Dash 8; Y78 ; 23 Aug 2009 ;lsd ; 12.8 Years ;;
; SX-OBB ;Bombardier DHC-8-402Q Dash 8; Y78 ; 9 Sep 2009 ;lsd ; 12.8 Years ;;
; SX-OBC ;Bombardier DHC-8-402Q Dash 8; Y78 ; 7 Nov 2009 ;lsd ; 12.6 Years ;;
; SX-OBD ;Bombardier DHC-8-402Q Dash 8; Y78 ; 29 May 2010 ; Parked, lsd ; 11.9 Years ;;
; SX-OBE ;Bombardier DHC-8-402Q Dash 8; Y78 ; 14 Jun 2010 ; Parked, lsd ; 11.9 Years ;;
; SX-OBF ;Bombardier DHC-8-402Q Dash 8; Y78 ; 20 Jul 2010 ; Parked, lsd ; 11.9 Years ;;
; SX-OBG ;Bombardier DHC-8-402Q Dash 8; Y78 ; 11 Dec 2010 ;lsd ; 11.7 Years ;;
; SX-OBH ;Bombardier DHC-8-402Q Dash 8; Y78 ; 11 Dec 2010 ;lsd ; 11.6 Years ;;
; SX-BIP ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 29 Sep 2009 ;lsd ; 29.2 Years ;;
; SX-BIR ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 29 Sep 2009 ;lsd ; 28.7 Years ;;
