;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HB-AZA ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 28 Oct 2019 ; Parked ; 2.4 Years ;;
; HB-AZB ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 20 Dec 2019 ; Parked ; 2.2 Years ;;
; HB-AZC ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 23 Feb 2020 ;; 2 Years ;;
; HB-AZD ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 26 Jun 2020 ;; 1.7 Years ;;
; HB-AZE ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 1 Jul 2020 ;"1,600th E-Jet" sticker ; 1.7 Years ;;
; HB-AZF ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 12 Nov 2020 ;; 1.4 Years ;;
; HB-AZG ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 29 Jan 2021 ;; 1.1 Years ;;
; HB-AZH ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 10 Mar 2021 ;; 1 Years ;;
; HB-AZI ;Embraer E195-E2 (ERJ 190-400 STD); Y134 ; 23 Jun 2021 ; Parked ; 0.8 Years ;;
; HB-AZJ ;Embraer E195-E2 (ERJ 190-400 STD); Y134 ; 29 Jun 2021 ;; 0.7 Years ;;
; HB-AZK ;Embraer E195-E2 (ERJ 190-400 STD); Y134 ; 23 Jul 2021 ; Parked ; 0.7 Years ;;
; HB-AZL ;Embraer E195-E2 (ERJ 190-400 STD); Y134 ; 13 Aug 2021 ; Parked ; 0.6 Years ;;
; HB-JVM ;Embraer ERJ-190LR (ERJ-190-100 LR); Y112 ; 29 Jan 2015 ; Parked, lsf Bernina Aircraft Leasing ; 11.9 Years ;;
; HB-JVN ;Embraer ERJ-190LR (ERJ-190-100 LR); Y112 ; 25 Feb 2015 ; Parked, lsf Bernina Aircraft Leasing ; 12.8 Years ;;
; HB-JVO ;Embraer ERJ-190LR (ERJ-190-100 LR); Y112 ; 27 Mar 2015 ; Parked, lsf Bernina Aircraft Leasing ; 12.7 Years ;;
; HB-JVP ;Embraer ERJ-190LR (ERJ-190-100 LR); Y112 ; 28 Apr 2015 ; Parked, lsf Bernina Aircraft Leasing ; 11.5 Years ;;
