;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5A-ONS ;Airbus A300B4-622R(F); Cargo ; Jul 2016 ; Parked SAW ; 23.6 Years ;;
; 5A-ONC ;Airbus A319-111; C16Y96 ; 8 Sep 2008 ; Parked MJI ; 13.5 Years ;;
; 5A-OND ;Airbus A319-111; C16Y96 ; 29 Sep 2008 ; Parked ; 13.4 Years ;;
; 5A-ONI ;Airbus A319-111; C16Y96 ; 24 Aug 2009 ; Parked SOF ; 12.5 Years ;;
; 5A-ONA ;Airbus A320-214; C16Y126 ; 7 Sep 2007 ;; 14.5 Years ;;
; 5A-ONB ;Airbus A320-214; C16Y126 ; 18 Sep 2007 ; Parked ; 14.5 Years ;;
; 5A-ONJ ;Airbus A320-214; C16Y126 ; 15 Dec 2018 ;; 12.1 Years ;;
; 5A-ONL ;Airbus A320-214; C16Y126 ; Dec 2018 ;; 11.4 Years ;;
; 5A-ONM ;Airbus A320-214; C16Y126 ; 17 Dec 2010 ; Parked TIP ; 11.3 Years ;;
; 5A-ONN ;Airbus A320-214; C16Y126 ; 20 Dec 2012 ; Parked TIP ; 9.3 Years ;;
; 5A-ONO ;Airbus A320-214; C16Y126 ; 23 Jan 2013 ;; 9.1 Years ;;
; 5A-ONH ;Airbus A330-202; C30Y200 ; 1 Oct 2009 ; Parked TIP ; 12.5 Years ;;
; 5A-ONP ;Airbus A330-202;; 30 Dec 2013 ; Parked HAM ; 8.3 Years ;;
; 5A-ONR ;Airbus A330-302;; 30 Dec 2014 ; Parked ; 7.7 Years ;;
