;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 7T-VCA ;Boeing 737-8ZQ(WL); C20Y135 ; 31 Mar 2011 ;; Tassili n'Ajjer ; 11 Years ;;
; 7T-VCB ;Boeing 737-8ZQ(WL); C20Y135 ; 15 Apr 2011 ;; Tanezrouft / تنزروفت ; 10.9 Years ;;
; 7T-VCC ;Boeing 737-8ZQ(WL); C20Y135 ; 21 Sep 2013 ;; Ahaggar ; 10.6 Years ;;
; 7T-VCD ;Boeing 737-8ZQ(WL); C20Y135 ; 28 Sep 2011 ;; Assekrem ; 10.5 Years ;;
; 7T-VCE ;Boeing 737-8ZQ(WL); C20Y135 ; 30 Sep 2018 ;; Timgad ; 3.5 Years ;;
; 7T-VCF ;Boeing 737-8ZQ(WL); C20Y135 ; 15 Oct 2018 ;;; 3.4 Years ;;
; 7T-VCT ;Boeing 737-8ZQ(WL); C20Y135 ; 20 Nov 2018 ;;; 3.3 Years ;;
; 7T-VCL ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Aug 2007 ;;; 14.8 Years ;;
; 7T-VCM ;Bombardier DHC-8-402Q Dash 8; Y74 ; 24 Aug 2007 ;;; 14.8 Years ;;
; 7T-VCN ;Bombardier DHC-8-402Q Dash 8; Y74 ; 27 Sep 2007 ;;; 14.7 Years ;;
; 7T-VCO ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Nov 2007 ;;; 14.6 Years ;;
; 7T-VCP ;De Havilland Canada DHC-8-202Q Dash 8; Y35 ; 18 Aug 2008 ;;; 13.8 Years ;;
; 7T-VCQ ;De Havilland Canada DHC-8-202Q Dash 8; Y35 ; 25 Nov 2008 ;;; 13.5 Years ;;
; 7T-VCR ;De Havilland Canada DHC-8-202Q Dash 8; Y35 ; 22 Dec 2008 ;;; 13.4 Years ;;
; 7T-VCS ;De Havilland Canada DHC-8-202Q Dash 8; Y35 ; 21 Jan 2009 ;;; 13.4 Years ;;
