;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; C-FGWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 9 May 1990 ;HS-TID Thai Airways International ;803 ;;
; C-FHWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 25 Jul 1990 ;HS-TIF Thai Airways International ;804 ;;
; C-FNWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 19 Jul 1991 ;F-GHUD GIE-Charly Bail ;805 ;;
; C-FSWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 19 Jul 1991 ;F-GHUC GIE-Charly Bail ;801 ;;
; C-FWDX ;Airbus A310-304; C48Y132 ; 28 Jan 1992 ; 1 Dec 1992 ;15003 Canadian Armed Forces ;802 ;;
; C-GBWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 1993 ;15001 Canadian Armed Forces ;806 ;;
; C-GCWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 21 Aug 1991 ;A6-KUA Kuwait Airways ;807 ;;
; C-GDWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 21 Aug 1991 ;A6-KUB Kuwait Airways ;808 ;;
; C-GIWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 30 Aug 1991 ;A6-KUC Kuwait Airways ;809 ;;
; C-GJWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 4 Nov 1991 ;A6-KUE Kuwait Airways ;810 ;;
; C-GKWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 19 Sep 1991 ;A6-KUD Kuwait Airways ;811 ;;
; C-GLWD ;Airbus A310-304; C48Y132 ; 15 Jan 1990 ; 20 Feb 1993 ;15002 Canadian Armed Forces ;812 ;;
; C-FDCA ;Airbus A320-211; C24Y108 ; 3 Oct 1991 ; 1 Apr 2001 ;C-FDCA Air Canada ;405, lsd ;;
; C-FLSF ;Airbus A320-211;; 27 May 1999 ; 4 Apr 2001 ;C-FLSF Air Canada ;406, lsd ;;
; C-FLSI ;Airbus A320-211; C24Y108 ; 5 Mar 1992 ; 4 Apr 2001 ;C-FLSI Air Canada ;407, lsd ;;
; C-FLSS ;Airbus A320-211; C24Y108 ; 10 Mar 1992 ; 4 Apr 2001 ;C-FLSS Air Canada ;408, lsd ;;
; C-FLSU ;Airbus A320-211; C24Y108 ; 13 May 1992 ; 4 Apr 2001 ;C-FLSU Air Canada ;411, lsd ;;
; C-FMEQ ;Airbus A320-211;; 13 May 1992 ; 4 Apr 2001 ;C-FMEQ Air Canada ;409, lsd ;;
; C-FMES ;Airbus A320-211;; 13 May 1992 ; 4 Apr 2001 ;C-FMES Air Canada ;410, lsd ;;
; C-FNVU ;Airbus A320-211; C24Y108 ; 14 Dec 1993 ; 4 Apr 2001 ;C-FNVU Air Canada ;415, lsd ;;
; C-FNVV ;Airbus A320-211; C24Y108 ; 25 Jan 1994 ; 4 Apr 2001 ;C-FNVV Air Canada ;416, lsd ;;
; C-FPWD ;Airbus A320-211; C24Y108 ; 30 Aug 1991 ; 1 Apr 2001 ;C-FPWD Air Canada ;404, lsd ;;
; C-FPWE ;Airbus A320-211; C24Y108 ; 30 Apr 1991 ; 4 Apr 2001 ;C-FPWE Air Canada ;lsd ;;
; C-GPWG ;Airbus A320-211; C24Y108 ; 12 Apr 1991 ; 1 Apr 2001 ;C-GPWG Air Canada ;401, lsd ;;
; C-GQCA ;Airbus A320-211; C24Y108 ; 5 Jul 1991 ; 4 Apr 2001 ;C-GQCA Air Canada ;403, lsd ;;
; C-FACP ;Boeing 737-2L9(A);; 26 Apr 1987 ; 5 Apr 2001 ;C-FACP Air Canada ;728 ;;
; C-FCAV ;Boeing 737-2K2(A);; 1 Nov 1987 ; 25 Apr 1988 ;PH-TVU Transavia ;788, lsf Transavia ;;
; C-FCPM ;Boeing 737-2T7(A); C12Y88 ; 26 Apr 1987 ; 1 Apr 2001 ;C-FCPM Air Canada ;Empress of the Yukon, 730, lsd ;;
; C-FCPN ;Boeing 737-2T7(A); C12Y88 ; 26 Apr 1987 ; 1 Apr 2001 ;C-FCPN Air Canada ;Empress of Hamilton, 731, lsd ;;
