;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-1157 ;Boeing 737-8 MAX; Y186 ; 31 Oct 2018 ; Parked TSN, lsd ; 3.4 Years ;;
; B-1485 ;Boeing 737-8 MAX; Y186 ; 1 Jul 2018 ; Parked TSN, lsd ; 3.7 Years ;;
; B- ;Boeing 737-8 MAX; Y186 ; On Order ;; 2.6 Years ;;
; B- ;Boeing 737-8 MAX; Y186 ; On Order ;; 2.3 Years ;;
; B-1228 ;Boeing 737-8KF(WL); Y189 ; 23 Mar 2018 ;lsd, "9,999th Boeing 737" titles ; 4 Years ;;
; B-1267 ;Boeing 737-8KF(WL); Y189 ; 12 Jun 2018 ;lsd ; 3.8 Years ;;
; B-1337 ;Boeing 737-8KF(WL); Y189 ; 3 Nov 2017 ;lsd ; 4.3 Years ;;
; B-1338 ;Boeing 737-8KF(WL); Y189 ; 23 Nov 2017 ;lsd ; 4.3 Years ;;
; B-1450 ;Boeing 737-8KF(WL); Y189 ; 29 Jun 2017 ;lsd ; 4.7 Years ;;
; B-1732 ;Boeing 737-86N(WL); C8Y162 ; 7 Nov 2014 ;lsd ; 7.3 Years ;;
; B-1962 ;Boeing 737-86N(WL); C8Y162 ; 11 Apr 2014 ;lsd ; 7.9 Years ;;
; B-1963 ;Boeing 737-86N(WL); C8Y162 ; 9 May 2014 ;lsd ; 7.8 Years ;;
; B-206E ;Boeing 737-8KF(WL); Y189 ; 14 Sep 2018 ;lsd ; 3.5 Years ;;
; B-5181 ;Boeing 737-8FH(WL); Y189 ; 22 Apr 2016 ;; 15.4 Years ;;
; B-5367 ;Boeing 737-8Q8(WL); Y189 ; 13 Dec 2007 ; Parked, lsd ; 14.3 Years ;;
; B-5571 ;Boeing 737-86N(WL); Y180 ; 30 Aug 2010 ;; 12.9 Years ;;
; B-5578 ;Boeing 737-8AS(WL); Y189 ; 21 Mar 2011 ;lsd ; 18.1 Years ;;
; B-5841 ;Boeing 737-8Q8(WL); Y180 ; 15 Jul 2013 ;lsd ; 8.7 Years ;;
; B-5842 ;Boeing 737-86N(WL); Y180 ; 9 Oct 2013 ;lsd ; 8.4 Years ;;
; B-5843 ;Boeing 737-86N(WL); Y180 ; 9 Aug 2013 ;lsd ; 8.6 Years ;;
; B-6026 ;Boeing 737-8SH(WL); C8Y162 ; 26 Jun 2015 ;lsd ; 6.7 Years ;;
; B-6997 ;Boeing 737-8KF(WL); Y180 ; 26 Jul 2016 ;lsd ; 5.6 Years ;;
; B-7373 ;Boeing 737-86N(WL); Y180 ; 16 Mar 2016 ; Parked, lsd ; 6 Years ;;
; B-1291 ;Boeing 737-9KFER(WL); Y200 ; 3 Aug 2018 ;lsd ; 3.6 Years ;;
; B-1420 ;Boeing 737-9KFER(WL); Y200 ; 29 Jun 2017 ;lsd ; 4.8 Years ;;
; B-1521 ;Boeing 737-9KFER(WL); Y200 ; 30 Jun 2015 ;lsd ; 6.8 Years ;;
; B-1522 ;Boeing 737-9KFER(WL); Y200 ; 30 Jun 2015 ; Parked, lsd ; 6.7 Years ;;
; B-1581 ;Boeing 737-9KFER(WL); Y200 ; 19 Jan 2017 ;lsd ; 5.2 Years ;;
; B-1739 ;Boeing 737-9KFER(WL); Y200 ; 30 Jan 2015 ;lsd ; 7.2 Years ;;
