;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LX-LBR ;Boeing 737-7K2(WL); Y141 ; 21 May 2019 ;lsd ; 13.6 Years ;;
; LX-LBT ;Boeing 737-7K2(WL); Y141 ; 1 Mar 2019 ;lsd ; 13.6 Years ;;
; LX-LGQ ;Boeing 737-7C9(WL); Y141 ; 9 Feb 2004 ;; 18.1 Years ;;
; LX-LGS ;Boeing 737-7C9(WL); Y141 ; 21 Jan 2005 ;; 17.1 Years ;;
; LX-LBA ;Boeing 737-8C9(WL); C12Y156 ; 25 Feb 2015 ;Esch2022 cs ; 7 Years ;;
; LX-LBB ;Boeing 737-86J(WL); Y186 ; 15 Oct 2015 ;; 6.9 Years ;;
; LX-LGU ;Boeing 737-8C9(WL); Y186 ; 7 Dec 2012 ;Sumo Artwork cs ; 9.3 Years ;;
; LX-LGV ;Boeing 737-8C9(WL); Y186 ; 21 Jan 2014 ;; 8.1 Years ;;
; LX-LGE ;Bombardier DHC-8-402Q Dash 8; Y76 ; 18 Dec 2009 ;; 12.3 Years ;;
; LX-LGF ;Bombardier DHC-8-402Q Dash 8; Y76 ; 4 Feb 2011 ;; 11.3 Years ;;
; LX-LGG ;Bombardier DHC-8-402Q Dash 8; Y76 ; 28 Aug 2012 ;; 9.7 Years ;;
; LX-LGM ;Bombardier DHC-8-402Q Dash 8; Y76 ; 13 Nov 2012 ;; 9.4 Years ;;
; LX-LGN ;Bombardier DHC-8-402Q Dash 8; Y76 ; 4 Dec 2012 ;; 9.4 Years ;;
; LX-LQA ;Bombardier DHC-8-402Q Dash 8; Y76 ; 25 Mar 2014 ;Sumo Artwork cs ; 8 Years ;;
; LX-LQB ;Bombardier DHC-8-402Q Dash 8; Y76 ; 3 Dec 2015 ;; 6.3 Years ;;
; LX-LQC ;Bombardier DHC-8-402Q Dash 8; Y76 ; 14 Dec 2015 ;Be pride, be Luxembourg cs ; 6.2 Years ;;
; LX-LQD ;Bombardier DHC-8-402Q Dash 8; Y76 ; 25 May 2016 ;; 5.9 Years ;;
; LX-LQI ;Bombardier DHC-8-402Q Dash 8; Y76 ; 20 Sep 2016 ;; 5.5 Years ;;
; LX-LQJ ;Bombardier DHC-8-402Q Dash 8; Y76 ; 2 Aug 2017 ;; 4.6 Years ;;
