;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HS-LAQ ;Airbus A330-941; Y436 ; 17 Sep 2021 ;lsd ; 1 Years ;;
; HS-LAR ;Airbus A330-941; Y436 ; 27 Sep 2021 ;lsd ; 0.6 Years ;;
; HS-LSH ;Boeing 737-9 MAX;; 21 Mar 2018 ; Parked BTH, lsd ; 4 Years ;;
; HS-LSI ;Boeing 737-9 MAX;; 27 Apr 2018 ; Parked BTH ; 3.9 Years ;;
; HS-LSJ ;Boeing 737-9 MAX;; Due ; Stored ; 5 Years ;;
; HS-LSK ;Boeing 737-9 MAX;; 1 Nov 2018 ; Parked BTH ; 4.5 Years ;;
; HS-LUH ;Boeing 737-8GP(WL); Y189 ; 21 Jul 2015 ;lsd ; 6.6 Years ;;
; HS-LUJ ;Boeing 737-8GP(WL); Y189 ; 28 Sep 2015 ;lsd ; 6.5 Years ;;
; HS-LUP ;Boeing 737-8GP(WL); Y189 ; 11 May 2016 ;lsd ; 5.8 Years ;;
; HS-LUQ ;Boeing 737-8GP(WL); Y189 ; 20 Apr 2016 ;lsd ; 5.9 Years ;;
; HS-LUU ;Boeing 737-8GP(WL); Y189 ; 19 May 2017 ;lsd ; 9.5 Years ;;
; HS-LUV ;Boeing 737-8GP(WL); Y189 ; 24 Jul 2017 ; Parked, lsd ; 9.4 Years ;;
; HS-LUY ;Boeing 737-8GP(WL); Y189 ; 17 Feb 2022 ;lsd, Bookcabin.com cs ; 7.9 Years ;;
; HS-LTT ;Boeing 737-9GPER(WL); Y215 ; 29 May 2015 ;; 6.8 Years ;;
; HS-LVK ;Boeing 737-9GPER(WL); Y213 ; 19 Feb 2022 ;lsd ; 7.4 Years ;;
