;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PK-SAA ;Airbus A320-232; Y180 ; 30 Sep 2021 ;lsd ; 11 Years ;;
; PK-SAE ;Airbus A320-232; Y180 ; 9 Dec 2021 ;lsd ; 9.9 Years ;;
; PK-SAI ;Airbus A320-232; Y180 ; 25 Feb 2022 ; Parked, lsd ; 17.5 Years ;;
; PK-SAJ ;Airbus A320-232; Y180 ; 22 Apr 2021 ;lsd ; 11.4 Years ;;
; PK-SAK ;Airbus A320-232; Y180 ; 30 Sep 2021 ;lsd ; 11.3 Years ;;
; PK-SAL ;Airbus A320-232; Y180 ; 29 Dec 2021 ;lsd ; 9.6 Years ;;
; PK-SAM ;Airbus A320-232; Y180 ; 30 Dec 2021 ;lsd ; 9.6 Years ;;
; PK-SAT ;Airbus A320-232; Y180 ; 24 May 2021 ;lsd ; 8 Years ;;
; PK-SAU ;Airbus A320-232; Y180 ; 19 Jul 2021 ;lsd ; 8.2 Years ;;
; PK-SAV ;Airbus A320-232; Y180 ; 14 Jun 2021 ;lsd ; 11 Years ;;
; PK-SAW ;Airbus A320-232; Y180 ; 23 Aug 2021 ;lsd ; 11.3 Years ;;
; PK-SJA ;Airbus A320-232; Y180 ; 15 Feb 2022 ;lsd ; 10.7 Years ;;
; PK-SJD ;Airbus A320-232; Y180 ; 23 Dec 2021 ;lsd ; 10.7 Years ;;
; PK-SJJ ;Airbus A320-232; Y180 ; 19 Nov 2021 ;lsd ; 8.8 Years ;;
; PK-SJU ;Airbus A320-232; Y180 ; 22 Dec 2021 ;lsd ; 12.2 Years ;;
; PK- ;Airbus A320-232; Y180 ; Due ; Stored, lsd ; 10.6 Years ;;
; PK- ;Airbus A320-232; Y180 ; Due ; Stored, lsd ; 9.8 Years ;;
; PK- ;Airbus A320-232; Y180 ; 15 Jan 2022 ;lsd ; 9.4 Years ;;
