;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; G-EZAB ;Airbus A319-111; Y156 ; 6 Feb 2006 ;lsd ; 16.1 Years ;;;
; G-EZAG ;Airbus A319-111; Y156 ; 29 Mar 2006 ;lsd ; 16 Years ;;;
; G-EZAI ;Airbus A319-111; Y156 ; 6 Apr 2006 ;lsd ; 15.9 Years ;;;
; G-EZAO ;Airbus A319-111; Y156 ; 9 May 2006 ; Parked, lsd ; 15.8 Years ;;;
; G-EZAV ;Airbus A319-111; Y156 ; 22 Jun 2006 ;lsd ; 15.8 Years ;;;
; G-EZAY ;Airbus A319-111; Y156 ; 16 Jul 2020 ; Parked MAD, lsd ; 15.6 Years ;;;
; G-EZBA ;Airbus A319-111; Y156 ; 18 Aug 2006 ; Parked, lsd ; 15.6 Years ;;;
; G-EZBB ;Airbus A319-111; Y156 ; 9 Aug 2006 ; Parked, lsd ; 15.6 Years ;;;
; G-EZBC ;Airbus A319-111; Y156 ; 5 Sep 2006 ; Parked, Mark McKee, lsd ; 15.5 Years ;;;
; G-EZBD ;Airbus A319-111; Y156 ; 13 Sep 2006 ; Parked, lsd ; 15.5 Years ;;;
; G-EZBE ;Airbus A319-111; Y156 ; 28 Nov 2006 ;lsd ; 15.5 Years ;;;
; G-EZBF ;Airbus A319-111; Y156 ; 2 Nov 2006 ;lsd ; 15.3 Years ;;;
; G-EZBH ;Airbus A319-111; Y156 ; 15 Dec 2006 ;lsd ; 15.3 Years ;;;
; G-EZBI ;Airbus A319-111; Y156 ; 6 Feb 2007 ; Parked, lsd ; 15.2 Years ;;;
; G-EZBJ ;Airbus A319-111; Y156 ; 9 Oct 2020 ;lsd ; 15.1 Years ;;;
; G-EZBO ;Airbus A319-111; Y156 ; 4 Apr 2007 ;Ayshe Ballard, lsd ; 14.9 Years ;;;
; G-EZBR ;Airbus A319-111; Y156 ; 26 Apr 2007 ;lsd ; 14.9 Years ;;;
; G-EZBT ;Airbus A319-111; Y156 ; 29 Oct 2020 ; Parked, lsd ; 14.9 Years ;;;
; G-EZBU ;Airbus A319-111; Y156 ; 14 May 2007 ;lsd ; 14.8 Years ;;;
; G-EZBV ;Airbus A319-111; Y156 ; 23 May 2007 ; Parked, lsd ; 14.8 Years ;;;
