;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HB-JYF ;Airbus A319-111; Y156 ; 8 Oct 2014 ;; 10.7 Years ;;
; HB-JYH ;Airbus A319-111; Y156 ; 20 Jan 2015 ;; 10.6 Years ;;
; HB-JYI ;Airbus A319-111; Y156 ; 2 Jun 2015 ;; 10.7 Years ;;
; HB-JYJ ;Airbus A319-111; Y156 ; 13 Nov 2015 ;Spirit of easyJet 2016 Team Brussels ; 10.8 Years ;;
; HB-JYK ;Airbus A319-111; Y156 ; 8 Jan 2016 ;; 10.8 Years ;;
; HB-JXA ;Airbus A320-214; Y186 ; 6 Jan 2014 ;; 9.8 Years ;;
; HB-JXB ;Airbus A320-214; Y186 ; 3 Nov 2014 ; Parked ; 9.9 Years ;;
; HB-JXC ;Airbus A320-214; Y186 ; 26 Jan 2015 ;; 9.8 Years ;;
; HB-JXD ;Airbus A320-214; Y186 ; 24 Feb 2015 ;; 9.8 Years ;;
; HB-JXE ;Airbus A320-214(WL); Y186 ; 26 Nov 2015 ;; 8.5 Years ;;
; HB-JXF ;Airbus A320-214(WL); Y186 ; 21 Nov 2016 ;; 5.5 Years ;;
; HB-JXI ;Airbus A320-214; Y186 ; 22 Nov 2017 ;; 10.8 Years ;;
; HB-JXJ ;Airbus A320-214(WL); Y186 ; 28 Mar 2018 ;; 4.6 Years ;;
; HB-JXK ;Airbus A320-214(WL); Y186 ; 30 Jul 2018 ;lsd ; 4.6 Years ;;
; HB-JXL ;Airbus A320-214(WL); Y186 ; 31 Oct 2018 ;; 4.1 Years ;;
; HB-JXM ;Airbus A320-214(WL); Y186 ; 5 Nov 2018 ;; 3.7 Years ;;
; HB-JXN ;Airbus A320-214(WL); Y186 ; 27 Feb 2019 ;; 4 Years ;;
; HB-JXO ;Airbus A320-214(WL); Y186 ; 20 Mar 2019 ;; 3.7 Years ;;
; HB-JXP ;Airbus A320-214(WL); Y186 ; 25 Mar 2019 ;; 4 Years ;;
; HB-JXQ ;Airbus A320-214(WL); Y186 ; 22 Oct 2019 ;; 3.9 Years ;;
; HB-JXR ;Airbus A320-214(WL); Y186 ; 8 Oct 2019 ;; 7.6 Years ;;
; HB-JYA ;Airbus A320-214; Y186 ; 26 Jan 2012 ; Parked, lsd ; 11.9 Years ;;
; HB-JYD ;Airbus A320-214; Y186 ; 29 Nov 2012 ;; 11 Years ;;
; HB-JZR ;Airbus A320-214; Y186 ; 14 Dec 2009 ;lsd ; 12.5 Years ;;
; HB-JZX ;Airbus A320-214; Y186 ; 8 Feb 2011 ;lsd ; 12.2 Years ;;
; HB-JZY ;Airbus A320-214; Y186 ; 11 Mar 2011 ;lsd ; 12 Years ;;
; HB-JZZ ;Airbus A320-214; Y186 ; 3 Nov 2011 ; Parked, lsd ; 12 Years ;;
; HB-AYE ;Airbus A320-251N; Y186 ; 8 Nov 2021 ;NEO cs ; 0.4 Years ;;
; HB-AYN ;Airbus A320-251N; Y186 ; 17 Nov 2021 ;NEO cs ; 0.3 Years ;;
; HB-AYO ;Airbus A320-251N; Y186 ; 30 Nov 2021 ;NEO cs ; 0.3 Years ;;
; HB-AYP ;Airbus A320-251N; Y186 ; On Order ;NEO cs ;;;
; HB-AYQ ;Airbus A320-251N; Y186 ; 22 Dec 2021 ;NEO cs ; 0.2 Years ;;
