;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N635VX ;Airbus A320-233;; 13 Dec 2001 ; 7 May 2004 ;EI-DFT JML ;;;
; N834VX ;Airbus A320-233;; 15 Jan 2003 ; 20 Feb 2004 ;F-WQTI debis AirFinance ;;;
; N892VX ;Airbus A320-233;; 31 Jan 2003 ; May 2004 ;F-WQTJ debis AirFinance ;;;
; N902VX ;Airbus A320-233;; 31 Jan 2003 ; 20 Aug 2003 ;F-WQTK debis AirFinance ;lsd ;;
; VP-BVA ;Airbus A320-233;; 19 Nov 1997 ; 8 Dec 2004 ;9V-VLC Valuair ;;;
; VP-BVB ;Airbus A320-233;; 25 Nov 1997 ; Feb 2005 ;F-WQUO Airbus Financial Services (AFS) ;lsd ;;
; VP-BVC ;Airbus A320-233;; 1 Jul 1998 ; 2 Jun 2004 ;EI-DFV debis AirFinance ;lsd ;;
; VP-BVD ;Airbus A320-233;; 20 Oct 1998 ; 23 Jun 2004 ;EI-DGF debis AirFinance ;lsd ;;
; HK-3678X ;ATR 42-320;; 16 Dec 1991 ; 23 Dec 2003 ;HK-3678 West Caribbean Airways ;lsd ;;
; HK-3684X ;ATR 42-320;; 4 Feb 1992 ; May 2003 ;C-GZMV Avmax Group ;lsd ;;
; HK-3943 ;ATR 42-320;; 2 Sep 1994 ; Oct 2003 ;HK-3943 West Caribbean Airways ;lsd ;;
; HK-4035X ;ATR 42-320;; 16 Aug 1995 ; 18 Aug 1999 ;N99838 Continental Express ;lsf Continental Express ;;
; HK-4205 ;ATR 42-320;; Nov 1999 ; Dec 2000 ;XA-TPZ Aeromar ;lsf Aeromar ;;
; N316VX ;ATR 42-500; Y47 ; 21 Dec 2001 ; 20 Aug 2003 ;VT-ADK Air Deccan ;;;
; N612VX ;ATR 42-500; Y47 ; 29 Apr 2002 ; 13 Dec 2004 ;VT-ADJ Air Deccan ;;;
; VP-BNH ;ATR 42-320;; Jun 1997 ; 31 Mar 2001 ;VP-BNH West Caribbean Airways ;lsd ;;
; VP-BOD ;ATR 42-500; Y47 ; 31 Jan 2001 ; 20 Aug 2003 ;PH-XLP Air Exel Netherlands ;lsd ;;
; VP-BOE ;ATR 42-500;; 20 Feb 2000 ; 20 Aug 2003 ;PH-XLO Air Exel Netherlands ;lsd ;;
; VP-BOF ;ATR 42-500; Y47 ; 24 Jul 2000 ; 11 Oct 2000 ; Written Off ;;;
; VP-BOG ;ATR 42-320;; Jun 1997 ; 11 Sep 2000 ;D-BVIP RAS ;lsd ;;
; VP-BOH ;ATR 42-320;; Jan 1999 ; Aug 2003 ;F-WQNE ATRiam Capital ;lsd ;;
; VP-BOI ;ATR 42-320;; 16 Jul 1999 ; 1 Aug 2002 ;VT-ADA Air Deccan ;lsd ;;
; VP-BVE ;ATR 42-500; Y47 ; 23 Nov 2000 ; 20 Aug 2003 ;VT-ADH Air Deccan ;lsd ;;
