;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; TF-BBG ;Boeing 737-36E(BDSF); Cargo ; 30 May 2021 ;; 30.2 Years ;;
; TF-BBH ;Boeing 737-4Y0(BDSF); Cargo ; 9 Mar 2009 ;lsd ; 33.5 Years ;;
; TF-BBJ ;Boeing 737-476(SF); Cargo ; 24 Mar 2015 ;lsf Airwork ; 31.1 Years ;;
; TF-BBK ;Boeing 737-4Q8(SF); Cargo ; 27 Jun 2017 ;lsd ; 27.8 Years ;;
; TF-BBL ;Boeing 737-490(SF); Cargo ; 2 Mar 2018 ;lsd ; 24.7 Years ;;
; TF-BBM ;Boeing 737-4Q8(SF); Cargo ; 27 Apr 2018 ;lsd ; 27.1 Years ;;
; TF-BBN ;Boeing 737-4B3(SF); Cargo ; 13 Nov 2020 ;lsf Kelowna Flightcraft ; 30.5 Years ;;
; TF-BBO ;Boeing 737-46B(SF); Cargo ; 6 May 2021 ;lsf Kelowna Flightcraft ; 31.9 Years ;;
; TF-BBP ;Boeing 737-8F2(BCF)(WL); Cargo ; 21 Oct 2021 ;lsd ; 21 Years ;;
; TF-BBQ ;Boeing 737-8F2(BCF)(WL); Cargo ; 19 Feb 2022 ;lsd ; 21.8 Years ;;
; TF-BBA ;Boeing 777-367ER;; 25 Jan 2022 ; Parked, lsd ; 12.9 Years ;;
; TF-BBB ;Boeing 777-36NER;; 4 Jan 2022 ; Parked, lsd ; 13.1 Years ;;
; TF-BBC ;Boeing 777-36NER;; 11 Feb 2022 ; Parked, lsd ; 13 Years ;;
