;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; ER-JIL ;Airbus A300B4-605R(F); Cargo ; 18 May 2016 ; Mar 2017 ;XA-GGL AeroUnion ;;;
; ER-JIM ;Airbus A300B4-605R(F); Cargo ; 5 Jul 2016 ; Jan 2017 ;XA-UYR AeroUnion ;;;
