;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZS-SFJ ;Airbus A319-131; C25Y95 ; 1 Feb 2005 ;lsd ; 17.2 Years ;;
; ZS-SFK ;Airbus A319-131; C25Y95 ; 10 Mar 2005 ;lsd ; 17 Years ;;
; ZS-SFL ;Airbus A319-131; C25Y95 ; 8 Apr 2005 ;lsd ; 16.9 Years ;;
; ZS-SZI ;Airbus A320-232; C24Y114 ; 29 Jan 2015 ;lsd ; 7.1 Years ;;
; ZS-SZJ ;Airbus A320-232; C24Y114 ; 26 Feb 2015 ;lsd ; 7 Years ;;
; ZS-SXM ;Airbus A330-343; C46Y203 ; 9 Jun 2017 ;lsd ; 4.8 Years ;;
; ZS-SXD ;Airbus A340-313; C38Y215 ; 30 May 2007 ; Parked JNB, Siyanqoba, Team South Africa 2012 cs ; 17.3 Years ;;
; ZS-SXE ;Airbus A340-313; C38Y215 ; 26 Jun 2007 ; Parked JNB ; 17.2 Years ;;
; ZS-SXF ;Airbus A340-313; C38Y215 ; 10 Jul 2007 ; Parked ; 17 Years ;;
; ZS-SXG ;Airbus A340-313; C38Y215 ; 27 Oct 2010 ; Parked JNB, lsd ; 21.2 Years ;;
; ZS-SNC ;Airbus A340-642; C42Y275 ; 11 Feb 2003 ; Parked JNB, Star Alliance cs ; 19.1 Years ;;
; ZS-SND ;Airbus A340-642; C42Y275 ; 7 Nov 2003 ; Parked JNB ; 18.4 Years ;;
; ZS-SNF ;Airbus A340-642; C42Y275 ; 28 Jan 2004 ; Parked JNB ; 18.2 Years ;;
; ZS-SNG ;Airbus A340-642; C42Y275 ; 28 Jan 2004 ; Parked ; 18.2 Years ;;
