;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SU-TCE ;Airbus A320-232; Y180 ; 13 Jan 2013 ;; 23 Years ;;
; SU-TCF ;Airbus A320-232; Y177 ; 3 Jun 2018 ;; 20.6 Years ;;
; SU-TCI ;Boeing 737-446;; 23 May 2019 ;; 22.8 Years ;;
; SU-TCK ;Boeing 737-446;; 14 May 2019 ;; 23.7 Years ;;
; SU-GBJ ;Boeing 737-566;; Nov 2017 ;; 30.3 Years ;;
