;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D-AIUQ ;Airbus A320-214(WL);; Due ;; 6.1 Years ;;
; D-AIUR ;Airbus A320-214(WL);; Due ;; 6 Years ;;
; D-AIUS ;Airbus A320-214(WL);; Due ;; 6 Years ;;
; D-AIUT ;Airbus A320-214(WL);; Due ;; 5.8 Years ;;
; D-AIUU ;Airbus A320-214(WL);; Due ; Stored ; 5.8 Years ;;
; D-AIUV ;Airbus A320-214(WL);; Due ;; 5.7 Years ;;
; D-AIUW ;Airbus A320-214(WL); Y180 ; 11 Oct 2021 ;; 5.6 Years ;;
; D-AIUX ;Airbus A320-214(WL); Y180 ; 2 Oct 2021 ;; 5.6 Years ;;
; D-AIUY ;Airbus A320-214(WL); Y180 ; 22 Sep 2021 ;; 5.5 Years ;;
; D-AIUZ ;Airbus A320-214(WL);; Due ; Stored ; 4.9 Years ;;
; D-AXGB ;Airbus A330-203; C22W17Y231 ; 10 Jun 2021 ; Parked, lsd ; 16.6 Years ;;
; D-AXGE ;Airbus A330-203; C22W17Y231 ; 10 Jul 2021 ;lsd ; 17.6 Years ;;
; D-AXGF ;Airbus A330-203; C22W17Y231 ; 7 Jul 2021 ; Parked, lsd ; 17.7 Years ;;
; D-AFYQ ;Airbus A330-343; C27Y288 ; 12 Aug 2021 ;; 11.1 Years ;;
; D-AFYR ;Airbus A330-343; C27W31Y244 ; 30 Jul 2021 ; Parked ; 6.1 Years ;;
; D-AIKA ;Airbus A330-343; C30W28Y225 ; 6 Dec 2021 ;; 18 Years ;;
; D-AIKB ;Airbus A330-343; C30W28Y225 ; 4 Sep 2021 ;; 18.1 Years ;;
; D-AIKC ;Airbus A330-343; C30W28Y225 ; 17 Jan 2022 ;; 18.1 Years ;;
; D-AIKD ;Airbus A330-343;; 18 Feb 2022 ; Parked, lsd ; 17.5 Years ;;
; D-AIKE ;Airbus A330-343;; Due ;lsd ; 17.4 Years ;;
; D-AIKH ;Airbus A330-343; C30W28Y225 ; 22 Sep 2021 ;; 17.1 Years ;;
