;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UR-SQD ;Boeing 737-73V(WL); Y149 ; 26 Oct 2018 ; Parked IAS, lsd ; 19.6 Years ;;
; UR-SQE ;Boeing 737-75C(WL); Y149 ; 8 Apr 2019 ;lsd, FC Shakhtar Donetsk cs ; 19.1 Years ;;
; UR-SQA ;Boeing 737-8H6(WL); Y189 ; 20 Apr 2018 ; Parked IAS, lsd ; 8.5 Years ;;
; UR-SQB ;Boeing 737-8H6(WL); Y189 ; 20 Apr 2018 ; Parked IAS, lsd ; 8.2 Years ;;
; UR-SQC ;Boeing 737-8H6(WL); Y189 ; 23 Nov 2018 ;lsd ; 8.8 Years ;;
; UR-SQF ;Boeing 737-8H6(WL); Y189 ; 22 Dec 2018 ;lsd ; 8.4 Years ;;
; UR-SQG ;Boeing 737-8Z0(WL); Y189 ; 6 Jun 2019 ;lsd ; 22.4 Years ;;
; UR-SQH ;Boeing 737-86Q(WL); Y189 ; 19 Apr 2019 ;lsd ; 18.1 Years ;;
; UR-SQO ;Boeing 737-82R(WL); Y189 ; 30 Jul 2021 ; Parked BEG, lsd ; 9.2 Years ;;
; UR-SQP ;Boeing 737-8BK(WL); Y189 ; 13 Aug 2021 ;lsd ; 15.8 Years ;;
; UR-SQQ ;Boeing 737-8Q8(WL); Y189 ; 13 Oct 2021 ;lsd ; 15.9 Years ;;
; UR-SQI ;Boeing 737-96NER(WL); Y215 ; 9 Oct 2019 ; Parked TLL, lsd ; 13.9 Years ;;
; UR-SQJ ;Boeing 737-96NER(WL); Y215 ; 11 Dec 2019 ; Parked TLL, lsd ; 13.9 Years ;;
; UR-SQK ;Boeing 737-96NER(WL); Y215 ; 28 Feb 2020 ; Parked TLL, lsd ; 13.8 Years ;;
; UR-SQL ;Boeing 737-96NER(WL); Y215 ; 17 Jun 2021 ; Parked TLL, lsd ; 13.9 Years ;;
