;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; CC-CPF ;Airbus A319-132; Y144 ; 5 May 2016 ; Parked ; 16.4 Years ;;
; CC-CPI ;Airbus A319-132; Y144 ; 5 May 2016 ;; 16.4 Years ;;
