;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HL8353 ;Boeing 737-8 MAX;; On Order ;; 0.3 Years ;;
; HL7558 ;Boeing 737-86N; Y189 ; Jul 2008 ;lsd ; 21.7 Years ;;
; HL7560 ;Boeing 737-8B5(WL); Y189 ; Due ; Stored ; 21.6 Years ;;
; HL7561 ;Boeing 737-8B5(WL);; Jun 2013 ;; 21.5 Years ;;
; HL7562 ;Boeing 737-8B5(WL); Y189 ; 30 Sep 2013 ;; 21.4 Years ;;
; HL7757 ;Boeing 737-8GQ(WL);; Mar 2020 ;lsd ; 15.3 Years ;;
; HL7786 ;Boeing 737-8Q8(WL); Y189 ; 3 Jul 2017 ;lsd ; 12.7 Years ;;
; HL8012 ;Boeing 737-8SH(WL); Y189 ; 27 Jul 2015 ;lsd ; 6.6 Years ;;
; HL8013 ;Boeing 737-8SH(WL); Y189 ; 11 Sep 2015 ;lsd ; 6.5 Years ;;
; HL8014 ;Boeing 737-8SH(WL); Y189 ; 23 Oct 2015 ;lsd ; 6.4 Years ;;
; HL8015 ;Boeing 737-8SH(WL); Y189 ; 13 Oct 2015 ;lsd ; 6.4 Years ;;
; HL8016 ;Boeing 737-8SH(WL); Y189 ; 18 Mar 2016 ;lsd ; 6 Years ;;
; HL8017 ;Boeing 737-8SH(WL); Y189 ; 29 Jun 2016 ;lsd, Angel-in-us Coffee cs ; 5.7 Years ;;
; HL8224 ;Boeing 737-8Q8(WL); Y189 ; 14 Jul 2017 ;lsd ; 10.7 Years ;;
; HL8225 ;Boeing 737-8Q8(WL); Y189 ; 20 Dec 2017 ;lsd ; 10.4 Years ;;
; HL8242 ;Boeing 737-8Q8(WL); Y189 ; 25 May 2018 ;lsd ; 10.1 Years ;;
; HL8243 ;Boeing 737-8Q8(WL); Y189 ; 26 Jun 2018 ;lsd ; 10.1 Years ;;
; HL8244 ;Boeing 737-8Q8(WL); Y189 ; 11 Dec 2018 ;lsd ; 10 Years ;;
; HL8245 ;Boeing 737-8Q8(WL); Y189 ; 6 Jul 2020 ;lsd ; 9.9 Years ;;
; HL8246 ;Boeing 737-8SH(WL); Y189 ; 29 Jan 2020 ;lsd ; 9.8 Years ;;
; HL8247 ;Boeing 737-8SH(WL); Y189 ; 24 Jul 2020 ;lsd ; 9.4 Years ;;
; HL7719 ;Boeing 737-9B5; C8Y180 ; 12 Dec 2021 ;; 18.3 Years ;;
; HL7733 ;Boeing 777-2B5ER; W45Y348 ; 21 Jul 2015 ; Parked GMP ; 16.7 Years ;;
; HL7734 ;Boeing 777-2B5ER; W45Y348 ; 16 Dec 2015 ; Parked ICN ; 16.6 Years ;;
; HL7743 ;Boeing 777-2B5ER; W45Y348 ; 29 Nov 2014 ; Parked GMP ; 15.5 Years ;;
; HL7750 ;Boeing 777-2B5ER; W45Y348 ; 15 Jul 2016 ; Parked GMP ; 14.8 Years ;;
