;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; LN-RDV ;Bombardier DHC-8-402Q Dash 8; Y78 ; 25 Mar 2013 ;lsd ;; 20.5 Years ;;
; LN-RDY ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Apr 2013 ;lsd ;; 20.2 Years ;;
; LN-RDZ ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Apr 2013 ;lsf Nishinihon Kawayo Co., Ltd. ;; 20.2 Years ;;
; LN-WDF ;Bombardier DHC-8-402Q Dash 8; Y78 ; 11 May 2009 ;;; 13.2 Years ;;
; LN-WDG ;Bombardier DHC-8-402Q Dash 8; Y78 ; 4 Sep 2009 ; Parked ; Bodø ; 12.8 Years ;;
; LN-WDH ;Bombardier DHC-8-402Q Dash 8; Y78 ; 15 Oct 2009 ;;; 12.4 Years ;;
; LN-WDI ;Bombardier DHC-8-402Q Dash 8; Y78 ; 5 Feb 2010 ;;; 12.3 Years ;;
; LN-WDJ ;Bombardier DHC-8-402Q Dash 8; Y78 ; 22 Jan 2010 ;; Tromsø ; 12.2 Years ;;
; LN-WDK ;Bombardier DHC-8-402Q Dash 8; Y78 ; 26 Nov 2010 ;;; 11.5 Years ;;
; LN-WDL ;Bombardier DHC-8-402Q Dash 8; Y78 ; 23 Dec 2011 ;; Vestfold ; 10.4 Years ;;
; LN-FVB ;De Havilland Canada DHC-8-103Q Dash 8; Y39 ; 24 Feb 2020 ;;; 22.4 Years ;;
; LN-ILS ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; Feb 2006 ;; Ulstein ; 27.1 Years ;;
; LN-WIA ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 21 May 1993 ;; Nordland ; 28.9 Years ;;
; LN-WIB ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 28 May 1993 ; Parked ; Finnmark ; 28.9 Years ;;
; LN-WIC ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 30 Sep 1993 ;; Sogn og Fjordane ; 28.5 Years ;;
; LN-WID ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 4 Nov 1993 ;; More og Romsdal ; 28.4 Years ;;
; LN-WIE ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 13 Jan 1994 ;; Hordaland ; 28.3 Years ;;
; LN-WIF ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 21 Jan 1994 ;; Nord-Trondelag ; 28.2 Years ;;
; LN-WIG ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 23 Jun 1994 ; Parked ; Troms ; 27.8 Years ;;
; LN-WIH ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 8 Jul 1994 ;; Oslo ; 27.7 Years ;;
; LN-WII ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 4 Aug 1994 ;; Nordkapp ; 27.7 Years ;;
; LN-WIJ ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 27 Sep 1994 ;; Hammerfest ; 27.5 Years ;;
; LN-WIL ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 24 Mar 1995 ;; Narvik ; 27 Years ;;
; LN-WIM ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 6 Jun 1995 ;; Lofoten ; 26.8 Years ;;
; LN-WIN ;De Havilland Canada DHC-8-103B Dash 8; Y39 ; 25 Aug 1995 ; Parked ; Vesterålen ; 26.5 Years ;;
; LN-WIO ;De Havilland Canada DHC-8-103 Dash 8; Y39 ; 8 Dec 1995 ;; Akershus ; 26.2 Years ;;
; LN-WIP ;De Havilland Canada DHC-8-103A Dash 8; Y39 ; 14 Mar 1996 ;; Alstahaug ; 31.3 Years ;;
; LN-WIR ;De Havilland Canada DHC-8-103 Dash 8; Y39 ; 5 Dec 1996 ;; Nordkyn ; 30.9 Years ;;
; LN-WIT ;De Havilland Canada DHC-8-103 Dash 8; Y39 ; 10 Mar 2008 ;; Sandane ; 30.3 Years ;;
; LN-WIU ;De Havilland Canada DHC-8-103 Dash 8; Y39 ; 20 Dec 2009 ; Parked ; Førde ; 27.9 Years ;;
; LN-WIV ;De Havilland Canada DHC-8-103 Dash 8; Y39 ; 24 Mar 2011 ;; Sogndal ; 29.4 Years ;;
; LN-WIW ;De Havilland Canada DHC-8-103Q Dash 8; Y39 ; 27 Sep 2017 ;;; 24.5 Years ;;
; LN-WIX ;De Havilland Canada DHC-8-103Q Dash 8; Y39 ; 21 Dec 2017 ;;; 19.3 Years ;;
; LN-WSA ;De Havilland Canada DHC-8-202Q Dash 8; Y39 ; 17 Aug 2012 ;;; 25.9 Years ;;
; LN-WSB ;De Havilland Canada DHC-8-202Q Dash 8; Y39 ; 27 Apr 2012 ;;; 25.7 Years ;;
; LN-WSC ;De Havilland Canada DHC-8-202Q Dash 8; Y39 ; 4 Jun 2012 ; Parked ;; 25.6 Years ;;
; LN-WFO ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 6 May 1998 ;; Florø ; 24.3 Years ;;
; LN-WFP ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 6 May 1998 ;;; 24.1 Years ;;
; LN-WFS ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 15 Oct 1999 ;; Telemark ; 22.8 Years ;;
; LN-WFT ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 10 Sep 2004 ;;; 22.6 Years ;;
; LN-WEA ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 6 Apr 2018 ;;; 3.9 Years ;;
; LN-WEB ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 16 May 2018 ;;; 3.8 Years ;;
; LN-WEC ;Embraer E190-E2 (ERJ-190-300 STD); Y110 ; 22 Jun 2018 ;;; 3.7 Years ;;
