;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-FPQI ;Bombardier DHC-8-402Q Dash 8;; 11 Feb 2021 ;; 19.5 Years ;;
; C-FPVJ ;Bombardier DHC-8-402Q Dash 8;; 1 Oct 2021 ;; 23.6 Years ;;
; C-GPAO ;Bombardier DHC-8-402Q Dash 8;; 19 Oct 2020 ;; 21.9 Years ;;
; C-GXNL ;Bombardier DHC-8-402Q Dash 8;; 23 Sep 2021 ;; 22.8 Years ;;
; C-GYYR ;Bombardier DHC-8-402Q Dash 8;; 9 Nov 2020 ;; 22 Years ;;
; N406QX ;Bombardier DHC-8-402Q Dash 8;; Nov 2020 ;lsd ; 21 Years ;;
; C-FDND ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 27 Apr 2015 ;; 33.2 Years ;;
; C-GPAU ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 21 Aug 2012 ;; 30.7 Years ;;
; C-FNSA ;De Havilland Canada DHC-8-315 Dash 8;; 3 Dec 2019 ;; 29 Years ;;
; C-FPAE ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 4 Sep 2012 ;; 21.3 Years ;;
; C-GHRJ ;De Havilland Canada DHC-8-311 Dash 8; Y50 ; 20 Nov 2018 ;; 30 Years ;;
; C-GPAR ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 23 Aug 2012 ;; 23.6 Years ;;
; C-GVPA ;De Havilland Canada DHC-8-311 Dash 8; Y40 ; 22 Aug 2016 ;; 31.4 Years ;;
; C-GYCV ;De Havilland Canada DHC-8-314Q Dash 8; Y50 ; 3 Jun 2014 ;lsd ; 24.3 Years ;;
