;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;
; N819CA ;Airbus A330-243; C46Y250 ; 30 Mar 2020 ;lsd ; 819 ;; 12.8 Years ;;
; N702CA ;Boeing 747-412(BCF); Cargo ; 1 Oct 2019 ;; 702 ;; 28 Years ;;
; N729CA ;Boeing 747-412(BCF); Cargo ; 2 Jul 2019 ;; 729 ;; 30.8 Years ;;
; N756CA ;Boeing 747-412(BCF); Cargo ; 1 Jul 2019 ;; 756 ;; 29.8 Years ;;
; N919CA ;Boeing 747-428(BCF); Cargo ; 13 Oct 2011 ;; 919 ; Murali ; 30.4 Years ;;
; N936CA ;Boeing 747-446(BCF); Cargo ; 24 Sep 2021 ;30th Anniversary cs ; 936 ; Lori ; 30.3 Years ;;
; N952CA ;Boeing 747-428(BCF); Cargo ; 30 Dec 2011 ;; 952 ; Ed ; 30.5 Years ;;
; N963CA ;Boeing 757-223(WL); C16Y160 ; 13 Jul 2021 ;; 963 ;; 20.8 Years ;;
