;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; CS-TPO ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Oct 2016 ;lsd, opf TAP Express ; 10.9 Years ;;
; CS-TPP ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Sep 2016 ;lsd, opf TAP Express ; 10.8 Years ;;
; CS-TPQ ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; May 2016 ;lsd, opf TAP Express ; 10.6 Years ;;
; CS-TPR ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Jun 2016 ;lsd, opf TAP Express ; 10.6 Years ;;
; CS-TPS ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Aug 2016 ;lsd, opf TAP Express ; 10.3 Years ;;
; CS-TPT ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; 27 May 2016 ;lsd, opf TAP Express ; 10.3 Years ;;
; CS-TPU ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Jul 2016 ;lsd, opf TAP Express ; 10.2 Years ;;
; CS-TPV ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Sep 2016 ;lsd, opf TAP Express ; 9.9 Years ;;
; CS-TPW ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; 20 May 2016 ;lsd, opf TAP Express ; 9.8 Years ;;
; CS-TTW ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 17 Jun 2017 ;lsd, opf TAP Express ; 11.2 Years ;;
; CS-TTX ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; Jun 2017 ;lsd, opf TAP Express ; 10.9 Years ;;
; CS-TTY ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 20 May 2017 ;lsd, opf TAP Express ; 9 Years ;;
; CS-TTZ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; Apr 2017 ;lsd, opf TAP Express ; 8.7 Years ;;
