;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-CAP ;Boeing 737-4H6;; 28 Jul 2015 ; Parked IFN ; 29.4 Years ;;
; EP-CAQ ;Boeing 737-4H6;; Feb 2016 ; Parked ; 29.4 Years ;;
; EP-CAR ;Boeing 737-4H6;; 10 Oct 2015 ;; 28.7 Years ;;
; EP-KPA ;Boeing 737-524;; Jul 2019 ;; 23.7 Years ;;
; EP-KPB ;Boeing 737-524;; Jan 2020 ;; 23.6 Years ;;
; EP-CAS ;McDonnell Douglas MD-83 (DC-9-83);; Mar 2017 ;; 22.5 Years ;;
; EP-CPD ;McDonnell Douglas MD-83 (DC-9-83);; 4 Oct 2014 ;; 26.5 Years ;;
; EP-CPU ;McDonnell Douglas MD-83 (DC-9-83);; Jan 2012 ;; 27.9 Years ;;
; EP-CPV ;McDonnell Douglas MD-83 (DC-9-83);; Jul 2012 ;; 31.4 Years ;;
; EP-CPX ;McDonnell Douglas MD-83 (DC-9-83);; Sep 2012 ;; 27.6 Years ;;
