;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SU-GBG ;Airbus A320-231;; Sep 2018 ; Parked CAI, lsf CIAF Leasing ; 29.5 Years ;;
; SU-GBK ;Boeing 737-566; Y114 ; Oct 2016 ; Parked CAI, lsf CIAF Leasing ; 29.9 Years ;;
; SU-GBL ;Boeing 737-566; Y114 ; Oct 2016 ;lsf CIAF Leasing ; 29.8 Years ;;
; SU-BPZ ;Boeing 737-86N(WL); Y189 ; 26 Jun 2007 ;; 14.7 Years ;;
