;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N800NA ;Boeing 737-8Q8;; 2 Aug 1998 ; 5 Feb 2003 ;N806SY Sun Country Airlines ;lsd ;;
; N802NA ;Boeing 737-86N;; 9 Feb 1999 ; 26 Mar 2002 ;4X-EKI El Al Israel Airlines ;lsd ;;
; G-BPEA ;Boeing 757-236;; 4 Jan 1990 ; 16 Mar 1990 ;G-BPEA Caledonian Airways ;lsf Caledonian Airways ;;
; G-FCLI ;Boeing 757-28A;; 13 Dec 2000 ; 5 Jan 2003 ;G-FCLI JMC Air ;lsf JMC Air ;;
; N750NA ;Boeing 757-28A; C24Y179 or Y215 ; 1 May 2011 ; 10 Oct 2012 ;N971FD FedEx Express ;Deirdre Stiehm, lsd ;;
; N751NA ;Boeing 757-28A;; 12 Dec 1997 ; 30 Apr 1998 ;G-FCLB Flying Colours ;Terese C., lsf Flying Colours ;;
; N752NA ;Boeing 757-28A; C24Y179 or Y215 ; 31 Jan 2006 ; 29 Jan 2012 ;VP-BLT UTair Aviation ;lsd ;;
; N753NA ;Boeing 757-28A;; 12 Nov 2003 ; May 2005 ;N753NA Ryan International Airlines ;lsd ;;
; N754NA ;Boeing 757-28A; C24Y179 or Y215 ; 3 Apr 2001 ; 5 Feb 2012 ;EI-EWT I-Fly ;lsd ;;
; N755NA ;Boeing 757-28A; C24Y179 or Y215 ; 25 Feb 2003 ; 30 Jan 2012 ;VP-BLV UTair Aviation ;John Plueger, lsd ;;
; N756NA ;Boeing 757-28A; C24Y179 or Y215 ; 3 Jun 2001 ; 11 Mar 2011 ;N207UW US Airways ;Claudette Abrahams, lsd ;;
; N757NA ;Boeing 757-23A;; 1 Mar 1990 ; 16 May 1999 ;N757NA National Airlines ;Lucille V, lsd ;;
; N760NA ;Boeing 767-39HER;; 5 Apr 2004 ; 31 Mar 2014 ;C-FDIJ Cargojet Airways ;lsd ;;
; N762NA ;Boeing 767-319ER;; 8 Jun 2011 ; 3 Apr 2014 ;N762NA Wings Aviation ;lsd ;;
; N764NA ;Boeing 767-328ER;; 8 Dec 2008 ; 24 Jul 2014 ;4X-AGM Israel Aircraft Industries ;lsd ;;
; N765NA ;Boeing 767-306ER;; 22 Mar 2006 ; 23 Jun 2011 ;VQ-BMQ Nordwind Airlines ;lsd ;;
; N767NA ;Boeing 767-324ER; C30Y176 or Y247 ; 14 Aug 2002 ; 9 Jun 2014 ;N767NA Omni Air International ;Janice M., lsd ;;
; N768NA ;Boeing 767-36NER; C30Y176 or Y247 ; 6 Sep 2002 ; 9 Jun 2014 ;N768NA Omni Air International ;lsd ;;
; N769NA ;Boeing 767-304ER;; 19 Feb 2007 ; 18 Dec 2009 ;I-AIGJ Air Italy ;;;
; N183NA ;McDonnell Douglas MD-83 (DC-9-83);; 4 Mar 1992 ; 12 Sep 1998 ;I-SMEC Meridiana ;lsd ;;
