;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; AP-BNU ;Airbus A320-214;; 11 Jul 2019 ;lsd ; 11.6 Years ;;
; AP-BNV ;Airbus A320-214;; 11 Jul 2019 ;lsd ; 11.6 Years ;;
; AP-EDG ;Airbus A320-214(WL);; 17 Dec 2013 ;lsd ; 8.2 Years ;;
; AP-EDH ;Airbus A320-214(WL);; 24 Jan 2014 ; Parked, lsd ; 8.1 Years ;;
; AP-BMM ;Airbus A321-211(WL); Y220 ; 6 Feb 2016 ;lsd ; 8.1 Years ;;
; AP-BMN ;Airbus A321-211(WL); Y220 ; 23 Jan 2016 ;lsd ; 8 Years ;;
; AP-BMO ;Airbus A321-211(WL); Y220 ; 5 Mar 2016 ;lsd ; 7.9 Years ;;
; AP-BMP ;Airbus A321-211(WL); Y220 ; 21 Mar 2016 ;lsd ; 7.8 Years ;;
; AP-BMW ;Airbus A321-211(WL);; 26 Aug 2016 ;lsd ; 5.8 Years ;;
; AP-BOD ;Airbus A321-251NX;; 22 Nov 2021 ;; 1.4 Years ;;
; AP-BOE ;Airbus A321-251NX;; 15 Oct 2021 ;; 0.8 Years ;;
