;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VH-VGF ;Airbus A320-232; Y180 ; 24 Nov 2010 ;lsd, 10th Anniversary cs ; 11.3 Years ;;;
; VH-VGH ;Airbus A320-232; Y180 ; 10 Nov 2010 ;; 11.3 Years ;;;
; VH-VGI ;Airbus A320-232; Y180 ; 29 Oct 2010 ;; 11.4 Years ;;;
; VH-VGJ ;Airbus A320-232; Y180 ; 26 Oct 2010 ;; 11.4 Years ;;;
; VH-VGN ;Airbus A320-232; Y180 ; 28 Sep 2010 ;; 11.5 Years ;;;
; VH-VGO ;Airbus A320-232; Y180 ; 30 Jun 2010 ;; 11.7 Years ;;;
; VH-VGP ;Airbus A320-232; Y180 ; 22 Jun 2010 ;; 11.7 Years ;;;
; VH-VGQ ;Airbus A320-232; Y180 ; 31 May 2010 ; Parked, lsd ; 11.8 Years ;;;
; VH-VGR ;Airbus A320-232; Y180 ; 13 Apr 2010 ; Parked, lsd ; 11.9 Years ;;;
; VH-VGT ;Airbus A320-232; Y180 ; 29 Jan 2010 ;; 12.1 Years ;;;
; VH-VGU ;Airbus A320-232; Y180 ; 26 Mar 2010 ;lsd ; 12 Years ;;;
; VH-VGV ;Airbus A320-232; Y180 ; 4 Mar 2010 ; Parked, lsd ; 12 Years ;;;
; VH-VGY ;Airbus A320-232; Y180 ; 4 Feb 2010 ;lsd ; 12.1 Years ;;;
; VH-VGZ ;Airbus A320-232; Y180 ; 9 Jun 2009 ;lsd ; 12.8 Years ;;;
; VH-VQA ;Airbus A320-232; Y180 ; 19 Feb 2009 ;lsd ; 13.1 Years ;;;
; VH-VQC ;Airbus A320-232; Y180 ; 5 Nov 2008 ;lsd ; 13.4 Years ;;;
; VH-VQE ;Airbus A320-232; Y180 ; 27 May 2008 ;lsd ; 13.8 Years ;;;
; VH-VQF ;Airbus A320-232; Y180 ; 23 Apr 2008 ;lsd ; 13.9 Years ;;;
; VH-VQG ;Airbus A320-232; Y180 ; 9 Jun 2006 ;; 15.8 Years ;;;
; VH-VQH ;Airbus A320-232; Y180 ; 23 May 2006 ;lsd ; 15.9 Years ;;;
; VH-VQJ ;Airbus A320-232; Y180 ; 8 Mar 2006 ;lsd ; 16 Years ;;;
; VH-VQK ;Airbus A320-232; Y180 ; 18 Jan 2006 ;; 16.2 Years ;;;
; VH-VQL ;Airbus A320-232; Y180 ; 28 Apr 2006 ;; 15.9 Years ;;;
; VH-VQM ;Airbus A320-232; Y180 ; 6 Dec 2005 ;; 16.3 Years ;;;
; VH-VQP ;Airbus A320-232; Y180 ; 25 Oct 2005 ;; 16.4 Years ;;;
; VH-VQQ ;Airbus A320-232; Y180 ; 5 Oct 2005 ;lsd ; 16.5 Years ;;;
; VH-VQR ;Airbus A320-232; Y180 ; 14 Sep 2005 ;lsd ; 16.5 Years ;;;
; VH-VQW ;Airbus A320-232; Y180 ; 9 Dec 2004 ;; 17.3 Years ;;;
; VH-XNI ;Airbus A320-232; Y180 ; 25 Jan 2022 ; Parked ; 10.3 Years ;;;
; VH-XNJ ;Airbus A320-232(WL); Y180 ; 14 Jan 2022 ; Parked ; 9.4 Years ;;;
; VH-XSJ ;Airbus A320-232(WL); Y180 ; 26 Mar 2014 ;lsd ; 9.1 Years ;;;
; VH-YXQ ;Airbus A320-232(WL); Y180 ; 27 Jan 2022 ; Parked, lsd ; 8.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VH-YXS ;Airbus A320-232(WL); Y180 ; 21 Jul 2021 ;lsd ; 8.6 Years ;;;
; VH-YXT ;Airbus A320-232(WL); Y180 ; 17 Jun 2021 ;lsd ; 8.1 Years ;;;
; VH-YXU ;Airbus A320-232(WL); Y180 ; 17 Jan 2022 ; Parked, lsd ; 9.5 Years ;;;
; VH-YXV ;Airbus A320-232(WL); Y180 ; 3 Aug 2021 ;lsd ; 8.9 Years ;;;
; VH-YXW ;Airbus A320-232(WL); Y180 ; 10 Nov 2021 ;lsd ; 8.4 Years ;;;
; VH-VWN ;Airbus A321-231(WL); Y220 ; 6 Dec 2016 ;lsd ; 5.3 Years ;;;
; VH-VWQ ;Airbus A321-231(WL); Y230 ; 25 Nov 2016 ;lsd ; 5.3 Years ;;;
; VH-VWT ;Airbus A321-231; Y213 ; 30 Sep 2009 ;; 13.2 Years ;;;
; VH-VWU ;Airbus A321-231; Y213 ; 25 Jun 2009 ;lsd ; 12.7 Years ;;;
; VH-VWW ;Airbus A321-231; Y213 ; 28 May 2009 ;lsd ; 12.8 Years ;;;
; VH-VWX ;Airbus A321-231; Y214 ; 13 May 2009 ;lsd ; 12.8 Years ;;;
; VH-OFE ;Airbus A321-251NX;; On Order ;;;;;
; VH-VKA ;Boeing 787-8 Dreamliner; C21Y314 ; 30 Sep 2013 ;; 8.5 Years ;;;
; VH-VKB ;Boeing 787-8 Dreamliner; C21Y314 ; 9 Dec 2013 ; Parked ; 8.4 Years ;;;
; VH-VKD ;Boeing 787-8 Dreamliner; C21Y314 ; 31 Dec 2013 ; Parked ASP ; 8.2 Years ;;;
; VH-VKE ;Boeing 787-8 Dreamliner; C21Y314 ; 23 Apr 2014 ; Parked ASP ; 7.9 Years ;;;
; VH-VKF ;Boeing 787-8 Dreamliner; C21Y314 ; 30 Jun 2014 ; Parked ; 7.7 Years ;;;
; VH-VKG ;Boeing 787-8 Dreamliner; C21Y314 ; 24 Aug 2014 ;; 7.6 Years ;;;
; VH-VKH ;Boeing 787-8 Dreamliner; C21Y314 ; 14 Aug 2014 ;; 7.7 Years ;;;
; VH-VKI ;Boeing 787-8 Dreamliner; C21Y314 ; 26 Jan 2015 ;; 7.2 Years ;;;
; VH-VKJ ;Boeing 787-8 Dreamliner; C21Y314 ; 1 Jul 2015 ;; 6.8 Years ;;;
; VH-VKK ;Boeing 787-8 Dreamliner; C21Y314 ; 15 Jul 2015 ;; 6.7 Years ;;;
; VH-VKL ;Boeing 787-8 Dreamliner; C21Y314 ; 4 Sep 2015 ;; 6.5 Years ;;;
