;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SX-CHG ;Airbus A320-251N; Y186 ; 26 Jun 2021 ;; 1.8 Years ;;
; SX-GNA ;Airbus A320-251N; Y186 ; 10 May 2021 ;; 0.8 Years ;;
; SX-IOG ;Airbus A320-251N; Y186 ; 6 Nov 2020 ;lsd ; 1.3 Years ;;
; SX-NIG ;Airbus A320-251N; Y174 ; 25 Mar 2021 ;lsd ; 1.7 Years ;;
; SX-TEC ;Airbus A320-251N; Y186 ; 3 Dec 2020 ;lsd ; 1.3 Years ;;
; SX-WEB ;Airbus A320-251N; Y174 ; 25 Mar 2021 ;lsd ; 1.8 Years ;;
; SX- ;Airbus A320-251N;; On Order ;; 0.2 Years ;;
; SX-EIT ;ATR 42-500; Y48 ; 25 May 2018 ;; 25.2 Years ;;
; SX-SIX ;ATR 42-500; Y48 ; 13 Apr 2018 ;; 24.9 Years ;;
; SX-TEN ;ATR 42-500; Y48 ; 9 Jul 2018 ;; 25 Years ;;
; SX-TWO ;ATR 42-500; Y48 ; 11 May 2017 ;; 25.4 Years ;;
; SX-ELV ;ATR 72-600 (72-212A); Y72 ; 1 Jul 2021 ;; 1.8 Years ;;
; SX-FIT ;ATR 72-600 (72-212A); Y72 ; 2 Sep 2021 ;; 1.6 Years ;;
; SX-NIV ;ATR 72-500 (72-212A); Y70 ; 24 Jun 2019 ;lsd ; 14.3 Years ;;
; SX-NTE ;ATR 72-600 (72-212A); Y72 ; 30 Nov 2021 ;; 2.5 Years ;;
; SX-ONE ;ATR 72-500 (72-212A); Y70 ; 7 Apr 2017 ;; 23.7 Years ;;
; SX-SEV ;ATR 72-500 (72-212A); Y70 ; 3 May 2019 ;lsd ; 15.9 Years ;;
; SX-SVT ;ATR 72-600 (72-212A); Y72 ; 2 Sep 2021 ;; 1.3 Years ;;
; SX-TEM ;ATR 72-600 (72-212A); Y72 ; 16 Dec 2021 ;; 0.2 Years ;;
; SX-THR ;ATR 72-500 (72-212A); Y70 ; 4 Dec 2017 ;; 23.4 Years ;;
; SX-TNO ;ATR 72-600 (72-212A); Y72 ; 15 Dec 2021 ;; 2 Years ;;
