;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BPY ;Boeing 737-83N(WL); Y189 ; 23 Feb 2018 ; Parked, lsd ; 20 Years ;;
; VP-BZU ;Boeing 737-9GPER(WL); Y215 ; 31 May 2019 ;lsd ; 14.1 Years ;;
; VP-BZV ;Boeing 737-9GPER(WL); Y215 ; 3 Apr 2019 ;lsd ; 13.6 Years ;;
; VP-BZY ;Boeing 737-9GPER(WL); Y215 ; 9 Dec 2019 ; Parked, lsd ; 13.6 Years ;;
; VP-BMC ;Boeing 767-3Q8ER; C12Y278 ; 10 Feb 2014 ;lsd ; 22.5 Years ;;
; VP-BOY ;Boeing 767-3G5ER; C12Y278 ; 30 Oct 2013 ; Parked, A. Koldunov / А. Колдунов, lsd ; 23.4 Years ;;
; VQ-BTQ ;Boeing 767-3Q8ER; C12Y278 ; 20 Oct 2014 ; Parked, lsd ; 23.9 Years ;;
; VP-BJF ;Boeing 777-21BER; Y440 ; 24 Mar 2021 ; Parked, lsd ; 18 Years ;;
; VQ-BUD ;Boeing 777-2Q8ER; Y440 ; 7 Sep 2021 ;lsd ; 23.4 Years ;;
; VP-BZC ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 19 Apr 2018 ;lsd ; 10.5 Years ;;
; VP-BZD ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 12 Jun 2018 ; Parked, lsd ; 10.3 Years ;;
; VP-BZG ;Embraer ERJ-190LR (ERJ-190-100 LR); Y110 ; 17 May 2018 ;lsd ; 13 Years ;;
; VP-BZH ;Embraer ERJ-190LR (ERJ-190-100 LR); Y110 ; 4 Jun 2018 ;lsd ; 13 Years ;;
; VP-BZI ;Embraer ERJ-190LR (ERJ-190-100 LR); Y110 ; 31 Jul 2018 ; Parked, lsd ; 13.3 Years ;;
; VP-BZJ ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 26 Jul 2018 ; Parked, lsd ; 13 Years ;;
