;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-2598 ;Boeing 737-3J6(SF); Cargo ; 1 Aug 2011 ;; 28.7 Years ;;;
; B-2630 ;Boeing 737-36E(SF); Cargo ; 11 Dec 2014 ;; 26.8 Years ;;;
; B-2877 ;Boeing 737-33V(SF); Cargo ; 27 Mar 2014 ;; 23.6 Years ;;;
; B-2924 ;Boeing 737-31B(SF); Cargo ; 25 Aug 2014 ;; 28.1 Years ;;;
; B-2941 ;Boeing 737-31B(SF); Cargo ; 23 Sep 2013 ;; 27.7 Years ;;;
; B-2951 ;Boeing 737-3Z0(SF); Cargo ; 27 Jun 2011 ;; 27.4 Years ;;;
; B-2956 ;Boeing 737-33A(SF); Cargo ; 15 Dec 2015 ;; 27.1 Years ;;;
; B-2958 ;Boeing 737-3W0(SF); Cargo ; 2 Jul 2015 ;; 26.8 Years ;;;
; B-2966 ;Boeing 737-33A(SF); Cargo ; 8 Oct 2015 ;; 26.1 Years ;;;
; B-2969 ;Boeing 737-36R(SF); Cargo ; 6 Jul 2016 ;; 22.9 Years ;;;
; B-2981 ;Boeing 737-3W0(SF); Cargo ; 7 Apr 2016 ;; 24.6 Years ;;;
; B-2983 ;Boeing 737-3W0(SF); Cargo ; 6 Jul 2016 ;; 24.4 Years ;;;
; B-2985 ;Boeing 737-3W0(SF); Cargo ; 5 Jul 2016 ;; 24.4 Years ;;;
; B-2988 ;Boeing 737-36R(SF); Cargo ; 18 Nov 2016 ;; 24.3 Years ;;;
; B-2017 ;Boeing 737-4K5(SF); Cargo ; 27 Dec 2012 ;; 29.3 Years ;;;
; B-2506 ;Boeing 737-429(SF); Cargo ; 18 Jul 2013 ;; 30.6 Years ;;;
; B-2883 ;Boeing 737-4K5(SF); Cargo ; 4 Sep 2012 ;; 27.3 Years ;;;
; B-2422 ;Boeing 747-4EVERF; Cargo ; 12 Jul 2018 ;; 14.8 Years ;;;
; B-2423 ;Boeing 747-4EVERF; Cargo ; 30 Aug 2019 ;; 14.1 Years ;;;
; B-2473 ;Boeing 747-41BF; Cargo ; Due ; Stored ; 19.8 Years ;;;
; B-1145 ;Boeing 757-2B7(PCF)(WL); Cargo ; 2 Apr 2018 ;; 27.2 Years ;;;
; B-1173 ;Boeing 757-2B7(PCF)(WL); Cargo ; 2 May 2018 ;; 28 Years ;;;
; B-1177 ;Boeing 757-223(PCF)(WL); Cargo ; 2 May 2018 ;; 27.1 Years ;;;
; B-1231 ;Boeing 757-223(PCF)(WL); Cargo ; 2 May 2018 ;; 23.5 Years ;;;
; B-1252 ;Boeing 757-223(PCF)(WL); Cargo ; 25 Jun 2018 ;; 23.6 Years ;;;
; B-1257 ;Boeing 757-2B7(PCF)(WL); Cargo ; 28 Apr 2018 ;; 27 Years ;;;
; B-1378 ;Boeing 757-223(PCF)(WL); Cargo ; 4 Feb 2018 ;; 23.7 Years ;;;
; B-1432 ;Boeing 757-21K(PCF); Cargo ; 10 Apr 2017 ;; 25 Years ;;;
; B-1463 ;Boeing 757-2Z0(PCF); Cargo ; 10 Apr 2017 ;; 27.9 Years ;;;
; B-1578 ;Boeing 757-204(PCF)(WL); Cargo ; 14 Nov 2016 ;; 29 Years ;;;
; B-205S ;Boeing 757-2B7(PCF)(WL); Cargo ; 16 Aug 2018 ;; 27.1 Years ;;;
; B-207Y ;Boeing 757-2B7(PCF)(WL); Cargo ; 10 Dec 2018 ;; 27.6 Years ;;;
; B-208Q ;Boeing 757-2B7(PCF)(WL); Cargo ; 26 Nov 2018 ;; 28 Years ;;;
; B-20AW ;Boeing 757-236(PCF)(WL); Cargo ; 25 Mar 2019 ;; 22.9 Years ;;;
; B-20CX ;Boeing 757-236(PCF)(WL); Cargo ; 28 May 2019 ;; 22.7 Years ;;;
; B-20E9 ;Boeing 757-236(PCF)(WL); Cargo ; 20 Nov 2019 ;; 22.8 Years ;;;
; B-20EF ;Boeing 757-236(PCF)(WL); Cargo ; 30 Dec 2019 ;; 22.8 Years ;;;
; B-220A ;Boeing 757-28A(PCF)(WL); Cargo ; 10 Nov 2020 ;; 18 Years ;;;
; B-220C ;Boeing 757-28A(PCF)(WL); Cargo ; 22 Jun 2020 ;; 18.9 Years ;;;
; B-220J ;Boeing 757-28A(PCF)(WL); Cargo ; 20 Mar 2021 ;; 19 Years ;;;
; B-220Z ;Boeing 757-28A(PCF)(WL);; 8 Oct 2021 ;; 19 Years ;;;
; B-2817 ;Boeing 757-21B(PCF); Cargo ; 30 Oct 2013 ;; 30.6 Years ;;;
; B-2820 ;Boeing 757-2Z0(PCF); Cargo ; 14 Jan 2016 ;; 29.6 Years ;;;
; B-2821 ;Boeing 757-2Z0(PCF); Cargo ; 15 May 2015 ;; 29.6 Years ;;;
; B-2826 ;Boeing 757-2Y0(PCF); Cargo ; 1 Dec 2014 ;; 29.4 Years ;;;
; B-2828 ;Boeing 757-25C(PCF); Cargo ; 31 Oct 2011 ;; 28.6 Years ;;;
; B-2829 ;Boeing 757-25C(PCF); Cargo ; 23 Nov 2011 ;; 28.5 Years ;;;
; B-2832 ;Boeing 757-2Z0(PCF); Cargo ; 16 Apr 2010 ;; 28.8 Years ;;;
; B-2839 ;Boeing 757-2Z0(PCF); Cargo ; 14 Jan 2011 ;; 27.8 Years ;;;
; B-2840 ;Boeing 757-2Z0(PCF); Cargo ; 13 Nov 2012 ;; 27.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-2844 ;Boeing 757-2Z0(PCF); Cargo ; 11 Dec 2014 ;; 26.9 Years ;;;
; B-2845 ;Boeing 757-2Z0(PCF); Cargo ; 9 Aug 2012 ;; 26.8 Years ;;;
; B-2899 ;Boeing 757-21B(PCF); Cargo ; 20 Oct 2009 ;; 32.8 Years ;;;
; B-6150 ;Boeing 757-25F(PCF); Cargo ; 23 Jun 2015 ;; 21.8 Years ;;;
; B-7082 ;Boeing 757-25F(PCF); Cargo ; 28 Aug 2015 ;; 21.7 Years ;;;
; B-7342 ;Boeing 757-2G5(PCF); Cargo ; 16 Nov 2015 ;; 26.9 Years ;;;
; B-7689 ;Boeing 757-28A(PCF); Cargo ; 25 Apr 2016 ;; 25.1 Years ;;;
; B- ;Boeing 757-28A(WL);; Due ; Stored ; 21.2 Years ;;;
; B- ;Boeing 757-28A(WL);; Due ; Stored ; 21.2 Years ;;;
; B-1423 ;Boeing 767-338ER(BCF); Cargo ; 7 Feb 2017 ;; 25.8 Years ;;;
; B-1576 ;Boeing 767-338ER(BCF); Cargo ; 19 Aug 2016 ;; 24.8 Years ;;;
; B-1589 ;Boeing 767-338ER(BCF); Cargo ; 26 Oct 2016 ;; 25.6 Years ;;;
; B-208R ;Boeing 767-36DER(BCF); Cargo ; 23 Jan 2019 ;; 15.2 Years ;;;
; B-20A2 ;Boeing 767-36DER(BCF); Cargo ; 8 Mar 2019 ;; 15.5 Years ;;;
; B-20AV ;Boeing 767-304ER(BCF)(WL); Cargo ; 13 May 2019 ;; 24 Years ;;;
; B-220H ;Boeing 767-36NER(BCF); Cargo ; 21 Dec 2020 ;; 19 Years ;;;
; B-220R ;Boeing 767-341ER(BCF); Cargo ; 14 Jun 2021 ;; 22.3 Years ;;;
; B-220T ;Boeing 767-316ER(BCF)(WL); Cargo ; 20 May 2021 ;; 25.2 Years ;;;
; B-221D ;Boeing 767-375ER(BCF)(WL); Cargo ; 17 Dec 2021 ;; 22.5 Years ;;;
; B-221N ;Boeing 767-333ER(BCF)(WL);; 22 Feb 2022 ; Parked ; 20.9 Years ;;;
; B-6996 ;Boeing 767-338ER(BCF); Cargo ; 22 Jun 2016 ;; 23.6 Years ;;;
; B-7593 ;Boeing 767-338ER(BCF); Cargo ; 6 Jan 2016 ;; 23.6 Years ;;;
; B- ;Boeing 767-333ER(WL);; Due ; Stored ; 20.9 Years ;;;
; B- ;Boeing 767-38AER; Cargo ; Due ; Stored ; 21.8 Years ;;;
; B- ;Boeing 767-304ER(WL);; Due ; Stored ; 23.2 Years ;;;
; B- ;Boeing 767-38EER(WL);; Due ; Stored ; 21 Years ;;;
; B- ;Boeing 767-375ER; Cargo ; Due ; Stored ; 22.4 Years ;;;
