;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UR-PSE ;Boeing 737-84R(WL); CY186 ; 11 Jan 2013 ; Parked, lsd ; 10 Years ;;
; UR-PSF ;Boeing 737-84R(WL); CY186 ; 15 Jan 2013 ; Parked KIV, lsf Varangian Leasing ; 9.9 Years ;;
; UR-PSG ;Boeing 737-85R(WL); CY186 ; 4 Jun 2013 ; Parked LDE, lsd ; 22.8 Years ;;
; UR-PSM ;Boeing 737-8FZ(WL); CY186 ; 20 Jan 2016 ; Parked BEG, lsd ; 12.2 Years ;;
; UR-PSO ;Boeing 737-8Q8(WL); CY186 ; 27 Apr 2016 ; Parked CDT, lsd ; 20.9 Years ;;
; UR-PSP ;Boeing 737-8Q8(WL); CY186 ; 10 May 2016 ; Parked CDT, lsd ; 20.8 Years ;;
; UR-PSQ ;Boeing 737-86N(WL); CY186 ; 3 Aug 2016 ; Parked CDT, lsd ; 21.9 Years ;;
; UR-PSW ;Boeing 737-8KV(WL); CY186 ; 30 Mar 2017 ;lsd ; 5 Years ;;
; UR-PSX ;Boeing 737-8EH(WL); CY186 ; 5 May 2017 ; Parked CDT, lsd ; 15.3 Years ;;
; UR-PSY ;Boeing 737-8EH(WL); CY186 ; 2 Jun 2017 ; Parked CDT, lsd ; 15.3 Years ;;
; UR-PSZ ;Boeing 737-86N(WL); CY186 ; 9 Feb 2018 ; Parked BEG, lsd ; 12.2 Years ;;
; UR-UIA ;Boeing 737-8KV(WL); CY186 ; 20 Dec 2017 ;lsd ; 4.3 Years ;;
; UR-PSI ;Boeing 737-9KVER(WL); CY189 ; 24 Jul 2013 ; Parked RKT, lsd ; 8.7 Years ;;
; UR-PSJ ;Boeing 737-9KVER(WL); CY189 ; 18 Nov 2013 ;lsd ; 8.4 Years ;;
; UR-PSK ;Boeing 737-94XER(WL); CY215 ; 24 Jul 2013 ; Parked KIV, lsd ; 12.8 Years ;;
; UR-PSL ;Boeing 737-94XER(WL); CY215 ; 29 Jul 2013 ; Parked KIV, lsd ; 12.8 Years ;;
; UR-GEA ;Boeing 767-322ER(WL); C12W35Y239 ; 28 Aug 2013 ; Parked KBP, lsd ; 30.5 Years ;;
; UR-GED ;Boeing 767-33AER(WL); C12W38Y211 ; 3 Mar 2014 ; Parked KBP ; 28.7 Years ;;
; UR-EMA ;Embraer ERJ-190STD (ERJ-190-100); CY104 ; 23 Apr 2013 ;; 10.3 Years ;;
; UR-EMB ;Embraer ERJ-190STD (ERJ-190-100); CY104 ; 20 May 2013 ; Parked KBP ; 10.3 Years ;;
; UR-EMC ;Embraer ERJ-190LR (ERJ-190-100 LR); CY104 ; 2 Jul 2013 ;lsd ; 9.3 Years ;;
; UR-EMD ;Embraer ERJ-190LR (ERJ-190-100 LR); CY104 ; 2 Jul 2013 ;lsd ; 9 Years ;;
; UR-EME ;Embraer ERJ-190LR (ERJ-190-100 LR); CY104 ; 2 Jul 2013 ;lsd ; 8.9 Years ;;
; UR-EMF ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 21 May 2019 ; Parked KBP, lsd ; 15 Years ;;
; UR-EMG ;Embraer ERJ-195AR (ERJ-190-200 IGW); CY116 ; 11 Mar 2019 ; Parked CDT, lsd ; 14.8 Years ;;
