;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; JY-AGQ ;Airbus A310-304(F); Cargo ; 11 Dec 2007 ; Parked ; Prince Hamzah bin Al-Hussein / الأمير حمزة بن الحسين ; 34.3 Years ;;
; JY-AYC ;Airbus A319-112; C12Y108 ; 6 Aug 2019 ;lsd ; Prince Hashem bin Al-Hussein ; 15.8 Years ;;
; JY-AYN ;Airbus A319-132; C12Y108 ; 20 Feb 2009 ;lsd ; Shobak / الشوبك ; 13 Years ;;
; JY-AYP ;Airbus A319-132; C12Y108 ; 13 Mar 2009 ;lsd, oneworld cs ; Ajloun / عجلون ; 13 Years ;;
; JY-AYY ;Airbus A319-112; C12Y108 ; 26 Mar 2019 ;lsd ; Mafraq ; 15.4 Years ;;
; JY-AYZ ;Airbus A319-111; C12Y108 ; 27 May 2019 ;lsd ; Ma'an ; 16.7 Years ;;
; JY-AYQ ;Airbus A320-232; C12Y138 ; 29 Apr 2011 ;lsd ; Mount Nebo / جبل نيبو ; 10.9 Years ;;
; JY-AYR ;Airbus A320-232; C12Y138 ; 21 Sep 2011 ;lsd ; Petra / البتراء ; 10.5 Years ;;
; JY-AYS ;Airbus A320-232; C12Y138 ; 19 Oct 2011 ;lsd ; Aqaba / العقبة ; 10.4 Years ;;
; JY-AYU ;Airbus A320-232; C12Y138 ; 24 May 2012 ;lsd ; Salt / اﻟﺳﻟط ; 9.9 Years ;;
; JY-AYW ;Airbus A320-232; C12Y138 ; 20 Nov 2012 ;lsd ; Irbid / ارﺑد ; 9.3 Years ;;
; JY-AYX ;Airbus A320-232; C12Y138 ; 5 Dec 2013 ; Parked, lsd ; Madaba / مادبا ; 15.3 Years ;;
; JY-AYT ;Airbus A321-231; C20Y148 ; 16 Apr 2012 ;lsd ; Karak / اﻟﮐرك ; 9.9 Years ;;
; JY-AYV ;Airbus A321-231; C20Y148 ; 15 Jun 2012 ;lsd, Retro Alia cs ; Madaba / مادبا ; 9.7 Years ;;
; JY-BAA ;Boeing 787-8 Dreamliner; C24Y246 ; 26 Aug 2014 ;lsd ; Prince Hussein bin Abdullah / الأمير حسين بن عبدالله ; 7.6 Years ;;
; JY-BAB ;Boeing 787-8 Dreamliner; C24Y246 ; 30 Sep 2014 ;lsd ; Princess Iman Bint Abdullah ; 7.4 Years ;;
; JY-BAC ;Boeing 787-8 Dreamliner; C24Y246 ; 24 Oct 2014 ;lsd ; Princess Salma Bint Abdullah ; 7.4 Years ;;
; JY-BAE ;Boeing 787-8 Dreamliner; C24Y246 ; 19 Nov 2014 ;lsd ; Prince Hashem bin Abdullah ; 7.3 Years ;;
; JY-BAF ;Boeing 787-8 Dreamliner; C24Y246 ; 20 Nov 2014 ;lsd ; Amman / عمّان‎ ; 7.4 Years ;;
; JY-BAG ;Boeing 787-8 Dreamliner; C24Y246 ; 15 Nov 2016 ;; Prince Ali bin Al-Hussein / الأمير علي بن الحسين ; 5.3 Years ;;
; JY-BAH ;Boeing 787-8 Dreamliner; C24Y246 ; 23 Jan 2017 ;Discover Petra cs ; Prince Faisal bin Al-Hussein / الأمير فيصل بن الحسين ; 5.1 Years ;;
; JY-EMC ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y60 ; 31 May 2008 ;; Zay / زي ; 13.8 Years ;;
; JY-EMD ;Embraer ERJ-175LR (ERJ-170-200 LR); C12Y60 ; 28 Jun 2008 ;; Dana / ضانا ; 13.7 Years ;;
; JY-EMA ;Embraer ERJ-195AR (ERJ-190-200 IGW); C12Y88 ; 21 Sep 2007 ;; Umm Qais / أم قيس ; 14.5 Years ;;
; JY-EMB ;Embraer ERJ-195AR (ERJ-190-200 IGW); C12Y88 ; 1 Dec 2007 ;; Ma'in / معين ; 14.3 Years ;;
