;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LV-AGC ;Boeing 737-241(A);; 18 Dec 2003 ;; Scrapped ;;;
; LV-AHV ;Boeing 737-2C3(A);; Dec 2003 ;; Scrapped ;;;
; LV-YBS ;Boeing 737-266(A);; 13 Nov 2003 ; 2005 ; Stored ;;;
; LV-YGB ;Boeing 737-2S3(A);; Nov 2003 ; Aug 2005 ; Stored ;Malvinas Argentinas, lsf La Rioja Aircompany ;;
; LV-YXB ;Boeing 737-204(A);; Dec 2003 ;; Scrapped ;;;
; LV-YZA ;Boeing 737-204(A);; Dec 2003 ;; Scrapped ;lsf WFBN Wells Fargo Bank Northwest ;;
; LV-ZYX ;Boeing 737-2M6(A);; Oct 2002 ; 2004 ; Stored ;lsd ;;
; LV-ZZA ;Boeing 737-205(A);; Oct 2002 ;; Stored ;;;
; LV-ZZC ;Boeing 737-2E1(A);; Nov 2002 ;; Stored ;lsd ;;
; LV-AZF ;Boeing 747-267B;; 22 Dec 2004 ;; Scrapped ;;;
; LV-AIX ;Boeing 767-3Y0ER;; 10 Jan 2004 ; 31 Mar 2005 ;CS-TLQ EuroAtlantic Airways ;Don Bosco, lsf EuroAtlantic Airways ;;
; TF-ARA ;Boeing 767-3Q8ER;; Aug 2002 ; 3 Mar 2004 ;CC-CML LAN Chile ;Cordoba, lsf Air Atlanta Icelandic ;;
; TF-ARB ;Boeing 767-31BER;; 3 Sep 2002 ; 17 Oct 2003 ;CC-CEN LAN Chile ;Aida, lsf Air Atlanta Icelandic ;;
; F-GNMN ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; 23 Jun 1998 ; Jun 2000 ;F-GNMN Air Littoral ;lsf Air Littoral ;;
; LV-WPF ;Bombardier CRJ-100LR (CL-600-2B19);; Jul 1996 ; 13 Jan 2003 ;N715SF SW Holding Trust ;;;
; LV-WXT ;Bombardier CRJ-100LR (CL-600-2B19);; 11 Aug 1997 ; 2003 ; Scrapped ;;;
; LV-WZU ;Bombardier CRJ-100ER (CL-600-2B19); Y50 ; Jan 1998 ; 30 Apr 1998 ;C-FZSI Air Canada ;;;
; LV-YLA ;Bombardier CRJ-100LR (CL-600-2B19);; Mar 1999 ; 8 Nov 2002 ;N260BD Bombardier Services Corporation ;lsf Bombardier ;;
; LV-ZTC ;Bombardier CRJ-100LR (CL-600-2B19);; 16 Mar 2000 ; 23 Aug 2002 ;N787BC Bombardier Capital ;lsd ;;
; LV-WSB ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 15 Dec 1996 ; 13 Jan 2003 ;N154SF SW Holding Trust ;;;
; LV-WXB ;Bombardier CRJ-200LR (CL-600-2B19);; Jun 1997 ; Dec 1997 ;N17175 Mesa Airlines ;lsd ;;
; LV-ZTB ;Bombardier CRJ-200LR (CL-600-2B19);; 16 Mar 2000 ; 8 Nov 2002 ;N261BD Bombardier Capital ;lsd ;;
; LV-YTA ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 30 Jun 1998 ; 7 Apr 2003 ;C-GZRE Bombardier ;;;
; LV-YTC ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 30 Jun 1998 ; 7 Apr 2003 ;C-GZSD Bombardier ;;;
; LV-ZGB ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 21 Aug 1998 ; 7 Apr 2003 ;C-GZRF Bombardier ;lsd ;;
; LV-ZLZ ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 10 Nov 1998 ; 7 Apr 2003 ;C-GZRD Bombardier Capital ;lsd ;;
; LV-ZOD ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; Mar 1999 ; 7 Apr 2003 ;C-GZQZ Bombardier Capital ;lsd ;;
; LV-ZPM ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; Aug 1999 ; 7 Apr 2003 ;C-GZRA Bombardier Capital ;lsd ;;
