;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EK32002 ;Airbus A320-212; Y180 ; 29 Oct 2018 ; 9 Nov 2020 ; Stored ;;;
; EK32003 ;Airbus A320-231;; 20 Jun 2018 ; 13 Nov 2020 ; Stored ;;;
; EK32008 ;Airbus A320-211; Y180 ; 21 Oct 2018 ; 9 Nov 2020 ; Stored ;lsd ;;
; EK73797 ;Boeing 737-505;; Mar 2018 ; 9 Nov 2020 ;EK-SHA Shirak Avia ;M.Mikrtchyan ;;
