;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HZ-SKY4 ;Airbus A319-115(CJ)(WL); VIP ; Sep 2016 ;; 6.5 Years ;;
; VP-CMJ ;Airbus A319-115; VIP ; 2 Sep 2021 ;; 10.6 Years ;;
; VP-CSN ;Airbus A319-115(CJ); VIP ; 11 Nov 2020 ;; 14.1 Years ;;
; HZ-XY7 ;Airbus A320-214; VIP ; 3 Feb 2019 ;; 18.1 Years ;;
; HZ-SKY2 ;Airbus A330-243 Prestige; VIP ; Dec 2016 ;; 6.4 Years ;;
; HZ-SKY1 ;Airbus A340-212; VIP ; 1 Jan 2016 ; Parked BSL, Saudi Vision 2030 cs ; 29.1 Years ;;
; HZ-SKY ;Airbus A340-642; VIP ; 2 Feb 2016 ;; 13.5 Years ;;
