;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-MMO ;Airbus A300B4-622R; C24Y256 ; 8 Dec 2013 ;; 19.5 Years ;;
; EP-MNG ;Airbus A300B4-603; C24Y256 ; 3 Dec 2010 ; Parked ; 35.1 Years ;;
; EP-MNH ;Airbus A300B4-603;; Oct 2010 ;; 35.1 Years ;;
; EP-MNJ ;Airbus A300B4-603; C24Y256 ; 13 Apr 2010 ;; 35.2 Years ;;
; EP-MNT ;Airbus A300B4-603; C24Y256 ; 14 Sep 2009 ; Parked ; 32.3 Years ;;
; EP-MED ;Airbus A310-324;; Jul 2020 ;; 23.9 Years ;;
; EP-MMJ ;Airbus A310-304; C12Y190 ; 30 Nov 2014 ;; 32.4 Years ;;
; EP-MMN ;Airbus A310-304; C12Y190 ; 7 Dec 2013 ;; 32.4 Years ;;
; EP-MMP ;Airbus A310-304; C12Y190 ; 2 Mar 2015 ;; 30.9 Years ;;
; EP-MNF ;Airbus A310-304;; 21 Jul 2013 ;; 31.6 Years ;;
; EP-MNO ;Airbus A310-304; C20Y190 ; 29 May 2010 ; Parked ; 30.5 Years ;;
; EP-MNP ;Airbus A310-304;; Oct 2010 ;; 30.3 Years ;;
; EP-MNV ;Airbus A310-304; Y262 ; Dec 2010 ;; 31.1 Years ;;
; EP-MNX ;Airbus A310-304;; 20 Aug 2009 ;; 31.3 Years ;;
; EP-MMA ;Airbus A340-311;; Feb 2013 ; Parked ; 28.5 Years ;;
; EP-MMB ;Airbus A340-311;; Feb 2013 ;; 27.2 Years ;;
; EP-MMC ;Airbus A340-313;; Aug 2014 ; Parked ; 22.7 Years ;;
; EP-MMD ;Airbus A340-313;; 5 May 2015 ;; 24.9 Years ;;
; EP-MMT ;Airbus A340-313;; Feb 2017 ; Parked ; 22.4 Years ;;
; EP-MME ;Airbus A340-642; C45Y263 ; 30 Aug 2015 ;; 20.7 Years ;;
; EP-MMF ;Airbus A340-642; C45Y263 ; 19 Aug 2015 ;; 20.4 Years ;;
; EP-MMG ;Airbus A340-642; C45Y263 ; 10 Sep 2015 ; Parked ; 19.7 Years ;;
; EP-MMH ;Airbus A340-642; C45Y263 ; 5 May 2015 ;; 19.5 Years ;;
; EP-MMI ;Airbus A340-642; C45Y263 ; 5 May 2015 ;; 19.4 Years ;;
; EP-MMQ ;Airbus A340-642; C45Y263 ; 5 May 2015 ;; 19.2 Years ;;
; EP-MMR ;Airbus A340-642; C45Y263 ; 5 May 2015 ;; 17.3 Years ;;
; EP-MNE ;Boeing 747-3B3(M); C22Y485 ; 30 Nov 2008 ; Parked ; 35.9 Years ;;
; EP-MEE ;Boeing 747-422;; Dec 2021 ; Parked ; 31.5 Years ;;
; EP-MNB ;Boeing 747-422; F14C73Y260 ; 8 Feb 2009 ; Parked ; 32.6 Years ;;
; EP-MMV ;British Aerospace 146-200; VIP ; 16 Jan 2013 ;; 34.5 Years ;;
; EP-MOB ;British Aerospace 146-300; Y112 ; 19 Jan 2011 ; Parked ; 29.6 Years ;;
; EP-MOC ;British Aerospace 146-300; Y112 ; Apr 2012 ;; 31.8 Years ;;
; EP-MOE ;British Aerospace 146-300; Y112 ; 24 Jun 2012 ;; 32.8 Years ;;
; EP-MOM ;British Aerospace 146-300A;; 29 Jan 2014 ;; 31.8 Years ;;
; EP-MOG ;British Aerospace Avro RJ100; Y112 ; 24 Feb 2014 ; Parked MHD ; 22.9 Years ;;
; EP-MOI ;British Aerospace Avro RJ100;; 10 Feb 2014 ;; 22.3 Years ;;
; EP-MON ;British Aerospace Avro RJ100;; 27 Feb 2015 ;; 22.5 Years ;;
; EP-MEA ;British Aerospace Avro RJ85;; Jul 2020 ;; 24.7 Years ;;
; EP-MEB ;British Aerospace Avro RJ85;; Jul 2020 ;; 24.2 Years ;;
; EP-MMS ;British Aerospace Avro RJ85;; Aug 2020 ;; 24.3 Years ;;
; EP-MOR ;British Aerospace Avro RJ85;; 30 Nov 2015 ;; 20.3 Years ;;
; EP-MOS ;British Aerospace Avro RJ85;; 3 Sep 2015 ;; 23 Years ;;
