;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; RA-89036 ;Sukhoi Superjet 100-95LR; Y103 ; 13 Aug 2017 ;lsd ; Ural / Урал ; 7.5 Years ;;
; RA-89079 ;Sukhoi Superjet 100-95LR; Y100 ; 7 Jul 2017 ;lsd ; Terek / Tepek ; 4.9 Years ;;
; RA-89080 ;Sukhoi Superjet 100-95LR; Y100 ; 8 Aug 2017 ;lsd, "Volnyi Don" sticker ; Don / Дон ; 4.9 Years ;;
; RA-89085 ;Sukhoi Superjet 100-95LR; Y100 ; 22 Sep 2017 ;; Volga / Волга ; 5.1 Years ;;
; RA-89093 ;Sukhoi Superjet 100-95LR; Y100 ; 12 Mar 2018 ;lsd ; Neva / Нева ; 4.3 Years ;;
; RA-89094 ;Sukhoi Superjet 100-95LR; Y100 ; 30 Mar 2018 ;; Kuban / Кубань ; 4.2 Years ;;
; RA-89095 ;Sukhoi Superjet 100-95LR; Y100 ; 18 Apr 2018 ;; Irtysh / Иртыш ; 4 Years ;;
; RA-89096 ;Sukhoi Superjet 100-95LR; Y100 ; 11 Apr 2018 ; Parked ; Moskva / Москва ; 4.2 Years ;;
; RA-89120 ;Sukhoi Superjet 100-95B; Y100 ; 16 Oct 2019 ;lsd ; Oka / Ока ; 3.4 Years ;;
; RA-89121 ;Sukhoi Superjet 100-95B; Y100 ; 28 Nov 2019 ;; Ob / Обь ; 3.3 Years ;;
; RA-89136 ;Sukhoi Superjet 100-95LR; Y100 ; 12 Apr 2019 ;M-1 Global cs ; Kama / Кама ; 3.1 Years ;;
; RA-89139 ;Sukhoi Superjet 100-95B; Y100 ; 15 Dec 2020 ;lsd ; Pechora / Печора ; 2 Years ;;
; RA-89149 ;Sukhoi Superjet 100-95B; Y100 ; 5 Nov 2020 ;; Великая / Velikaya ; 1.6 Years ;;
; RA-89179 ;Sukhoi Superjet 100-95B; Y100 ; 8 Jun 2021 ; Parked, lsd ; Tobol / Тобол ; 3.1 Years ;;
; RA-89180 ;Sukhoi Superjet 100-95B; Y100 ; 8 Jun 2021 ;lsd ; Амур / Amur ; 3 Years ;;
