;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N296SC ;Boeing 727-224(A); Y170 ; 21 Aug 2002 ; Dec 2002 ;N296SC Falcon Air Express ;lsf Falcon Air Express ;;
; N371FA ;Boeing 737-33A;; 21 Jun 2002 ; Feb 2004 ;N371FA Aeropostal ;lsf Falcon Air Express ;;
; N550FA ;Boeing 737-3K2;; 8 Nov 2002 ; 5 Oct 2003 ;N550FA Aeromar Airlines ;;;
