;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; SE-RTA ;Boeing 737-8 MAX; Y189 ; 22 Nov 2018 ; 12 Mar 2019 ;OE-IZM Arctic Aviation ;Charles Lindbergh, lsd ;;
; SE-RTB ;Boeing 737-8 MAX; Y189 ; 20 Dec 2018 ; 12 Mar 2019 ;SE-RTB Norwegian Air Sweden AOC ;Elsa Beskow, lsd ;;
; SE-RTC ;Boeing 737-8 MAX; Y189 ; 17 Dec 2018 ; 12 Mar 2019 ;SE-RTC Norwegian Air Sweden AOC ;Felix Rodríguez de la Fuente, lsd ;;
; SE-RYA ;Boeing 737-8 MAX; Y189 ; 21 Oct 2019 ; 29 Jul 2021 ; Stored ;Marco Polo, lsd ;;
; SE-RYB ;Boeing 737-8 MAX; Y189 ; 23 Oct 2019 ; 29 Jul 2021 ; Stored ;Hans Børli, lsd ;;
; SE-RYC ;Boeing 737-8 MAX; Y189 ; 4 Nov 2019 ; 13 Dec 2021 ;OE-LDH Arctic Aviation ;Theodor Kittelsen, lsd ;;
; SE-RYF ;Boeing 737-8 MAX; Y189 ; 3 Mar 2020 ; 22 Dec 2021 ;SE-RYF Norwegian Air Sweden AOC ;lsd, "Clara Barton" tail ;;
; SE-RYG ;Boeing 737-8 MAX; Y189 ; 9 Mar 2020 ; 22 Dec 2021 ;SE-RYG Norwegian Air Sweden AOC ;lsd, "Maria Zambrano" tail ;;
; SE-RYH ;Boeing 737-8 MAX; Y189 ; 11 Mar 2020 ; 29 Dec 2021 ;OE-LMQ Arctic Aviation ;Tycho Brahe, lsd ;;
; SE-RYI ;Boeing 737-8 MAX; Y189 ; 11 Mar 2020 ;; Stored ;Arthur Collins, lsd ;;
; SE-RYJ ;Boeing 737-8 MAX; Y189 ; 5 Mar 2020 ; 22 Dec 2021 ;SE-RYJ Norwegian Air Sweden AOC ;Sir Freddie Laker , lsd ;;
; SE-RYK ;Boeing 737-8 MAX; Y189 ; 6 Mar 2020 ; 19 Nov 2021 ;OE-IVY Arctic Aviation ;Tom Crean, lsd ;;
; SE-RYL ;Boeing 737-8 MAX; Y189 ; 5 Mar 2020 ; 30 Sep 2021 ;OE-LAI Arctic Aviation ;Jonathan Swift , lsd ;;
; SE-RPA ;Boeing 737-8JP(WL); Y189 ; 4 Dec 2019 ; 20 Mar 2020 ;F-HTVZ Transavia France ;Roald Dahl, lsd ;;
; SE-RPB ;Boeing 737-8JP(WL); Y186 ; 5 Dec 2019 ; 21 Mar 2020 ;F-HTVY Transavia France ;John Bauer, lsd ;;
; SE-RPC ;Boeing 737-8JP(WL); Y189 ; 6 Dec 2019 ; 22 Mar 2020 ;F-HUYA Transavia France ;Gloria Fuertes, lsd ;;
; SE-RPD ;Boeing 737-8JP(WL); Y186 ; 9 Dec 2019 ; 10 May 2021 ;SE-RPD Norwegian Air Sweden AOC ;lsd ;;
; SE-RPE ;Boeing 737-8JP(WL); Y186 ; 10 Dec 2019 ; 10 May 2021 ;SE-RPE Norwegian Air Sweden AOC ;lsd ;;
; SE-RPF ;Boeing 737-8JP(WL); Y186 ; 13 Jan 2020 ; 11 May 2021 ;SE-RPF Norwegian Air Sweden AOC ;lsd ;;
