;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-FAA ;Boeing 747-281F; Cargo ; Mar 2017 ;; 31.4 Years ;;
; EP-FAB ;Boeing 747-281F; Cargo ; Sep 2017 ;; 30.3 Years ;;
