;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; CC-BBD ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;lsd ; 8.5 Years ;;;
; CC-BBE ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;lsd ; 8.6 Years ;;;
; CC-BBF ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;lsd ; 7.7 Years ;;;
; CC-BBG ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;; 7.6 Years ;;;
; CC-BBH ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;; 7.5 Years ;;;
; CC-BBI ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;lsd ; 7.5 Years ;;;
; CC-BBJ ;Boeing 787-8 Dreamliner; C30Y217 ; 5 May 2016 ;; 7.3 Years ;;;
; CC-BGA ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 7.1 Years ;;;
; CC-BGB ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 7 Years ;;;
; CC-BGC ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 6.7 Years ;;;
; CC-BGD ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 6.6 Years ;;;
; CC-BGE ;Boeing 787-9 Dreamliner; C30Y283 ; 1 Jul 2021 ;lsd ; 6.5 Years ;;;
; CC-BGF ;Boeing 787-9 Dreamliner; C30Y283 ; 29 Sep 2021 ; Parked ; 6.5 Years ;;;
; CC-BGG ;Boeing 787-9 Dreamliner; C30Y283 ; 8 Jul 2021 ;; 6.2 Years ;;;
; CC-BGH ;Boeing 787-9 Dreamliner; C30Y283 ; 21 Jul 2021 ;; 6.2 Years ;;;
; CC-BGI ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 6 Years ;;;
; CC-BGJ ;Boeing 787-9 Dreamliner; C30Y283 ; 5 May 2016 ;lsd ; 6 Years ;;;
; CC-BGK ;Boeing 787-9 Dreamliner; C30Y283 ; 12 May 2016 ;lsd ; 5.9 Years ;;;
; CC-BGL ;Boeing 787-9 Dreamliner; C30Y283 ; 31 May 2016 ;lsd ; 5.8 Years ;;;
; CC-BGM ;Boeing 787-9 Dreamliner; C30Y283 ; 26 Jan 2017 ;lsd ; 5.1 Years ;;;
; CC-BGN ;Boeing 787-9 Dreamliner; C30Y283 ; 31 Jul 2017 ;lsd ; 4.6 Years ;;;
; CC-BGP ;Boeing 787-9 Dreamliner; C30W57Y216 ; 23 Dec 2019 ;lsd ; 2.2 Years ;;;
; CC-BGQ ;Boeing 787-9 Dreamliner;; On Order ;; 0.8 Years ;;;
; CC-BGR ;Boeing 787-9 Dreamliner;; On Order ;; 0.4 Years ;;;
; CC-BGS ;Boeing 787-9 Dreamliner;; 3 Feb 2022 ; Parked, lsd ; 4.9 Years ;;;
; CC-BGT ;Boeing 787-9 Dreamliner;; Due ; Stored, lsd ; 4 Years ;;;
; CC-BGU ;Boeing 787-9 Dreamliner;; 5 Jan 2022 ; Parked, lsd ; 4.1 Years ;;;
; CC-BGV ;Boeing 787-9 Dreamliner;; Due ; Stored, lsd ; 3.7 Years ;;;
; CC-BGW ;Boeing 787-9 Dreamliner;; Due ; Stored, lsd ; 2.9 Years ;;;
