;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-WHU ;ATR 72-600 (72-212A); Y72 ; 30 Nov 2016 ;; 5.3 Years ;;;
; PK-WHV ;ATR 72-600 (72-212A); Y72 ; 22 Dec 2016 ;70th ATR cs ; 5.2 Years ;;;
; PK-WHW ;ATR 72-600 (72-212A); Y72 ; 18 Jul 2017 ;lsd ; 4.9 Years ;;;
; PK-WHY ;ATR 72-600 (72-212A); Y72 ; 5 Aug 2017 ;lsd ; 4.6 Years ;;;
; PK-WHZ ;ATR 72-600 (72-212A); Y72 ; 16 Feb 2018 ;lsd ; 4.6 Years ;;;
; PK-WJF ;ATR 72-600 (72-212A); Y72 ; 27 Oct 2018 ;lsd ; 4 Years ;;;
; PK-WJG ;ATR 72-600 (72-212A); Y72 ; 31 Aug 2018 ;lsd ; 3.9 Years ;;;
; PK-WJI ;ATR 72-600 (72-212A); Y72 ; 4 Jun 2018 ;lsd ; 7.6 Years ;;;
; PK-WJJ ;ATR 72-600 (72-212A); Y72 ; 3 May 2018 ;; 5.8 Years ;;;
; PK-WJK ;ATR 72-600 (72-212A); Y72 ; 3 May 2018 ;; 5.7 Years ;;;
; PK-WJL ;ATR 72-600 (72-212A); Y72 ; 26 Oct 2018 ;lsd ; 3.8 Years ;;;
; PK-WJM ;ATR 72-600 (72-212A); Y72 ; 27 Nov 2018 ;lsd ; 3.5 Years ;;;
; PK-WJO ;ATR 72-600 (72-212A); Y72 ; 7 Dec 2018 ;lsd ; 3.5 Years ;;;
; PK-WJP ;ATR 72-600 (72-212A); Y72 ; 7 Dec 2018 ;lsd ; 3.3 Years ;;;
; PK-WJT ;ATR 72-600 (72-212A); Y72 ; 25 Jun 2020 ;lsd ; 7.5 Years ;;;
; PK-WJU ;ATR 72-600 (72-212A); Y72 ; 25 Jun 2020 ; Parked, lsd ; 7.4 Years ;;;
; PK-WJZ ;ATR 72-600 (72-212A); Y72 ; 8 Nov 2021 ;lsd ; 2.6 Years ;;;
