;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PH-XRB ;Boeing 737-7K2(WL); Y149 ; 1 Apr 2003 ;lsd ; 19 Years ;;
; PH-XRC ;Boeing 737-7K2(WL); Y149 ; 2 Nov 2010 ;; 18.9 Years ;;
; PH-XRX ;Boeing 737-7K2(WL); Y149 ; 31 Mar 2003 ;lsd ; 19 Years ;;
; PH-XRY ;Boeing 737-7K2(WL); Y149 ; 12 Mar 2003 ;; 19 Years ;;
; PH-HSA ;Boeing 737-8K2(WL); Y189 ; 30 Mar 2020 ;lsd ; 12.7 Years ;;
; PH-HSB ;Boeing 737-8K2(WL); Y189 ; 21 Apr 2010 ; Parked ; 11.9 Years ;;
; PH-HSC ;Boeing 737-8K2(WL); Y189 ; 4 May 2010 ;; 11.8 Years ;;
; PH-HSF ;Boeing 737-8K2(WL); Y189 ; 13 Apr 2012 ;; 9.9 Years ;;
; PH-HSG ;Boeing 737-8K2(WL); Y189 ; 1 May 2012 ;; 9.8 Years ;;
; PH-HSI ;Boeing 737-8K2(WL); Y189 ; 4 Apr 2013 ;Wilco Van Elk, Peter Pan Vakantieclub cs ; 8.9 Years ;;
; PH-HSJ ;Boeing 737-8K2(WL); Y189 ; 3 Mar 2014 ; Parked, The Memory Maker ; 8 Years ;;
; PH-HSK ;Boeing 737-8K2(WL); Y189 ; 3 Apr 2020 ;lsd ; 6.9 Years ;;
; PH-HSM ;Boeing 737-8K2(WL); Y189 ; 31 Mar 2020 ;lsd ; 6.8 Years ;;
; PH-HSW ;Boeing 737-8K2(WL); Y189 ; 28 Feb 2020 ;lsd ; 12.9 Years ;;
; PH-HXA ;Boeing 737-8K2(WL); Y189 ; 17 Apr 2019 ;; 6 Years ;;
; PH-HXB ;Boeing 737-8K2(WL); Y189 ; 16 Apr 2019 ; Parked, lsd ; 6 Years ;;
; PH-HXC ;Boeing 737-8K2(WL); Y189 ; 10 Apr 2019 ;lsd ; 5.9 Years ;;
; PH-HXD ;Boeing 737-8K2(WL); Y189 ; 6 Jun 2016 ;lsd ; 5.8 Years ;;
; PH-HXE ;Boeing 737-8K2(WL); Y189 ; 15 Jun 2016 ;lsd ; 5.7 Years ;;
; PH-HXF ;Boeing 737-8K2(WL); Y189 ; 3 Apr 2020 ;; 5.1 Years ;;
; PH-HXG ;Boeing 737-8K2(WL); Y189 ; 3 Apr 2020 ;lsd ; 4.9 Years ;;
; PH-HXI ;Boeing 737-8K2(WL); Y189 ; 11 Apr 2017 ;; 4.9 Years ;;
; PH-HXJ ;Boeing 737-8K2(WL); Y189 ; 21 Apr 2017 ;; 4.9 Years ;;
; PH-HXK ;Boeing 737-8K2(WL); Y189 ; 30 Mar 2020 ;; 4.9 Years ;;
; PH-HXL ;Boeing 737-8K2(WL); Y189 ; 30 Mar 2018 ;; 3.9 Years ;;
; PH-HXM ;Boeing 737-8K2(WL); Y189 ; 11 Apr 2018 ;; 3.9 Years ;;
; PH-HXN ;Boeing 737-8K2(WL); Y189 ; 4 Mar 2020 ;lsd ; 3.2 Years ;;
; PH-HXO ;Boeing 737-8K2(WL); Y189 ; 13 Mar 2020 ;lsd ; 3.1 Years ;;
; PH-HZD ;Boeing 737-8K2(WL); Y189 ; 5 Apr 2011 ; Parked ; 22.9 Years ;;
; PH-HZE ;Boeing 737-8K2(WL); Y189 ; 26 Mar 2014 ;lsd ; 22.8 Years ;;
; PH-HZG ;Boeing 737-8K2(WL); Y189 ; 19 Apr 2017 ;lsd ; 22 Years ;;
; PH-HZI ;Boeing 737-8K2(WL); Y189 ; 8 Feb 2013 ;; 21.9 Years ;;
; PH-HZJ ;Boeing 737-8K2(WL); Y189 ; 10 Apr 2017 ;; 21.8 Years ;;
; PH-HZL ;Boeing 737-8K2(WL); Y189 ; 12 Apr 2017 ;; 20.9 Years ;;
; PH-HZN ;Boeing 737-8K2(WL); Y189 ; 23 Jun 2009 ; Parked ; 17.9 Years ;;
; PH-HZO ;Boeing 737-8K2(WL); Y189 ; 29 Mar 2017 ;lsd ; 14.9 Years ;;
; PH-HZV ;Boeing 737-8K2(WL); Y189 ; 16 Jan 2017 ;lsd ; 19.7 Years ;;
; PH-HZW ;Boeing 737-8K2(WL); Y189 ; 20 Mar 2006 ; Parked, lsd ; 19.8 Years ;;
; PH-HZX ;Boeing 737-8K2(WL); Y189 ; 2 Apr 2011 ;lsd ; 19.9 Years ;;
