;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; CC-AWA ;Airbus A320-232(WL); Y186 ; 13 Jun 2017 ;lsd ; Halcón Peregrino Austral ; 5 Years ;;
; CC-AWB ;Airbus A320-232(WL); Y186 ; 2 Sep 2017 ;lsd ; Martin Pescador ; 5.1 Years ;;
; CC-AWC ;Airbus A320-232(WL); Y186 ; 29 May 2017 ;lsd ; Loica ; 4.8 Years ;;
; CC-AWD ;Airbus A320-232(WL); Y186 ; 8 Dec 2017 ;lsd ; Condor Andino ; 4.2 Years ;;
; CC-AWE ;Airbus A320-232(WL); Y186 ; 12 Dec 2017 ;lsd ; Gaviota Austral ; 4.2 Years ;;
; CC-AWF ;Airbus A320-232(WL); Y186 ; 26 Oct 2018 ;lsd ; Puma Concolor ; 3.4 Years ;;
; LV-HEK ;Airbus A320-232(WL); Y186 ; 7 Dec 2018 ;lsd ; Huemul ; 3.2 Years ;;
; LV-HVT ;Airbus A320-232(WL); Y186 ; 15 Apr 2019 ;lsd ; Jaguar ; 3.3 Years ;;
; LV-IVN ;Airbus A320-232(WL); Y186 ; 15 Nov 2019 ;lsd ; Zorro Culpeo ; 3.1 Years ;;
; LV-IVO ;Airbus A320-232(WL); Y186 ; 1 Apr 2019 ;lsd ; Cardenal ; 2.9 Years ;;
; LV-JQE ;Airbus A320-232(WL); Y186 ; 28 Sep 2021 ;lsd ; Pinguino Rey ; 3.3 Years ;;
; CC-AWJ ;Airbus A320-271N; Y186 ; 3 Oct 2019 ;lsd ; Colibri de Arica ; 2.4 Years ;;
; CC-AWK ;Airbus A320-271N; Y186 ; 26 Nov 2019 ;lsd ; Flamenco de James ; 2.3 Years ;;
; CC-AWL ;Airbus A320-271N; Y186 ; 6 Dec 2019 ;lsd ; Buho Magallanico ; 2.3 Years ;;
; CC-AWN ;Airbus A320-271N; Y186 ; 23 Jan 2020 ;lsd ; Carpintero Negro ; 2.1 Years ;;
; CC-AWO ;Airbus A320-271N; Y186 ; 16 Jan 2020 ;lsd ; Tortuga Verde ; 2.1 Years ;;
; CC-AWQ ;Airbus A320-271N; Y186 ; 9 Oct 2021 ;lsd ; Carancho ; 1.1 Years ;;
