;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EI-EUA ;Airbus A320-232; Y180 ; 4 Apr 2014 ; Parked, lsd ; 17.9 Years ;;
; XA-VAA ;Airbus A320-232(WL); Y180 ; 7 May 2015 ;lsd ; 6.9 Years ;;
; XA-VAB ;Airbus A320-232; Y180 ; 15 Sep 2017 ; Parked, lsd ; 16.1 Years ;;
; XA-VAC ;Airbus A320-232; Y180 ; 7 Dec 2020 ;lsd ; 14 Years ;;
; XA-VAE ;Airbus A320-232(WL); Y180 ; 27 May 2015 ;lsd ; 6.8 Years ;;
; XA-VAI ;Airbus A320-232; Y180 ; 20 Nov 2020 ;lsd ; 11.8 Years ;;
; XA-VAJ ;Airbus A320-232(WL); Y180 ; 1 Sep 2015 ;lsd ; 6.6 Years ;;
; XA-VAK ;Airbus A320-232(WL); Y180 ; 1 Oct 2015 ;lsd ; 6.5 Years ;;
; XA-VAM ;Airbus A320-232; Y180 ; 25 Nov 2021 ;lsd ; 11.2 Years ;;
; XA-VAN ;Airbus A320-232(WL); Y180 ; 27 Nov 2015 ;lsd ; 6.3 Years ;;
; XA-VAO ;Airbus A320-232(WL); Y180 ; 27 Nov 2015 ;lsd ; 6.3 Years ;;
; XA-VAP ;Airbus A320-232(WL); Y180 ; 8 Dec 2015 ;lsd, 2018 Tecate Pa'l Norte Music Festival cs ; 6.2 Years ;;
; XA-VAQ ;Airbus A320-232(WL); Y180 ; 11 Dec 2015 ;lsd ; 6.3 Years ;;
; XA-VAR ;Airbus A320-232(WL); Y180 ; 11 Feb 2016 ;lsd ; 6.1 Years ;;
; XA-VAT ;Airbus A320-232(WL); Y180 ; 8 Jun 2016 ;lsd ; 6 Years ;;
; XA-VAU ;Airbus A320-232(WL); Y180 ; 1 Jun 2016 ;lsd ; 5.8 Years ;;
; XA-VAV ;Airbus A320-232(WL); Y180 ; 29 Mar 2016 ;lsd ; 6 Years ;;
; XA-VAW ;Airbus A320-232(WL); Y180 ; 12 Jun 2017 ;lsd ; 4.7 Years ;;
; XA-VAX ;Airbus A320-232(WL); Y180 ; 11 Dec 2017 ;lsd, Tecate Pa'l Norte 2020 cs ; 4.2 Years ;;
; XA-VAY ;Airbus A320-232(WL); Y180 ; 16 Feb 2018 ;lsd ; 4.1 Years ;;
; XA-VIA ;Airbus A320-271N; Y186 ; 15 May 2019 ;lsd ; 2.8 Years ;;
; XA-VIB ;Airbus A320-271N; Y186 ; 15 Nov 2016 ;lsd ; 5.4 Years ;;
; XA-VIE ;Airbus A320-271N; Y186 ; 28 Jun 2018 ;lsd, Tecate Pal Norte 2019 cs ; 3.7 Years ;;
; XA-VIF ;Airbus A320-271N; Y186 ; 28 Jun 2018 ;lsd ; 3.7 Years ;;
; XA-VIH ;Airbus A320-271N; Y186 ; 9 May 2019 ;lsd ; 2.8 Years ;;
; XA-VII ;Airbus A320-271N; Y186 ; 17 Oct 2018 ;lsd ; 3.4 Years ;;
; XA-VIJ ;Airbus A320-271N; Y186 ; 25 Oct 2018 ;lsd ; 3.4 Years ;;
; XA-VIK ;Airbus A320-271N; Y186 ; 10 Dec 2018 ;lsd ; 3.2 Years ;;
; XA-VIL ;Airbus A320-271N; Y186 ; 23 Jul 2018 ;lsd ; 3.6 Years ;;
; XA-VIM ;Airbus A320-271N; Y186 ; 5 Oct 2018 ;lsd ; 3.4 Years ;;
; XA-VIN ;Airbus A320-271N; Y186 ; 3 Dec 2018 ;lsd ; 3.3 Years ;;
; XA-VIO ;Airbus A320-271N; Y186 ; 23 Apr 2019 ;lsd ; 2.9 Years ;;
; XA-VIQ ;Airbus A320-271N; Y186 ; 6 Jun 2019 ;lsd ; 2.8 Years ;;
; XA-VIR ;Airbus A320-271N; Y186 ; 24 Jul 2019 ;lsd ; 2.6 Years ;;
; XA-VIS ;Airbus A320-271N; Y186 ; 26 Aug 2019 ;lsd ; 2.6 Years ;;
; XA-VIT ;Airbus A320-271N; Y186 ; 18 Nov 2019 ; Parked, lsd ; 2.3 Years ;;
; XA-VIU ;Airbus A320-271N; Y186 ; 5 Dec 2019 ;lsd ; 2.2 Years ;;
; XA-VIV ;Airbus A320-271N; Y186 ; 4 Oct 2016 ;lsd ; 5.5 Years ;;
; XA-VIW ;Airbus A320-271N; Y186 ; 13 Feb 2020 ;; 2.1 Years ;;
; XA-VIX ;Airbus A320-271N; Y186 ; 30 Jul 2020 ;; 1.6 Years ;;
; XA-VBI ;Airbus A321-231(WL); Y220 ; 9 Apr 2021 ;lsd ; 7.9 Years ;;
; XA-VBJ ;Airbus A321-231(WL); Y220 ; 12 May 2021 ;lsd ; 7.8 Years ;;
; XA-VBN ;Airbus A321-231(WL); Y220 ; 30 Jun 2021 ;lsd ; 8.8 Years ;;
; XA-VBP ;Airbus A321-231(WL); Y220 ; 16 Jul 2021 ;lsd ; 8.8 Years ;;
; XA-VBQ ;Airbus A321-231(WL); Y220 ; 9 Jun 2021 ;lsd ; 7.6 Years ;;
; XA-VBT ;Airbus A321-231(WL); Y220 ; 29 Nov 2021 ;lsd ; 7.5 Years ;;
; XA-VBV ;Airbus A321-231(WL); Y220 ; 21 Jan 2022 ;lsd ; 7.6 Years ;;
; XA-VBW ;Airbus A321-231(WL); Y220 ; 6 Dec 2021 ;lsd ; 6.3 Years ;;
; XA-VBA ;Airbus A321-271NX; Y240 ; 26 Jun 2020 ;; 1.7 Years ;;
; XA-VBB ;Airbus A321-271NX; Y240 ; 30 Sep 2020 ;; 1.4 Years ;;
