;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9H-TLS ;Airbus A319-112; Y144 ; 6 Jun 2019 ; Parked, lsd ; 16.1 Years ;;
; 9H-XFW ;Airbus A319-112; Y150 ; Due ; Stored, lsd ; 13.3 Years ;;
; 9H-LIS ;Airbus A321-231; Y220 ; 7 May 2021 ; Parked, lsd ; 14.4 Years ;;
; CS-TRJ ;Airbus A321-231; Y220 ; 2 Jan 2021 ;; 22.9 Years ;;
; 9H-TQP ;Airbus A330-202;; 20 Dec 2021 ; Parked ; 23.9 Years ;;
; 9H-HFA ;Airbus A330-343;; 6 Jul 2021 ; Parked, lsd ; 4.9 Years ;;
; 9H-POP ;Airbus A330-343; Preighter ; 10 Nov 2021 ; Parked, lsd ; 8.6 Years ;;
; 9H-PTP ;Airbus A330-343;; 11 Jan 2022 ; Parked, lsd ; 8.8 Years ;;
; 9H-TAJ ;Airbus A330-343; C30/Preighter ; 24 Dec 2019 ;lsd ; 8.5 Years ;;
; 9H-SZN ;Airbus A330-941; C32W21Y237 ; 7 Mar 2019 ;opf Air Senegal ; 3.1 Years ;;
; CS-TKY ;Airbus A330-941; C18Y353 ; 30 Aug 2019 ;lsd ; 2.6 Years ;;
; 9H-FOX ;Airbus A340-313; F12C21/Preighter ; 2 Jun 2017 ; Parked, lsd ; 24.6 Years ;;
; 9H-JAI ;Airbus A340-313; F12C21/Preighter ; 15 May 2021 ;lsd ; 23.4 Years ;;
; 9H-SOL ;Airbus A340-313; C24/Preighter ; 26 Feb 2018 ;; 19.3 Years ;;
; 9H-SUN ;Airbus A340-312; C24/Preighter ; 9 Sep 2018 ;lsd ; 21.3 Years ;;
; 9H-TQY ;Airbus A340-313; F12C42Y213 ; 20 Dec 2021 ;; 24.4 Years ;;
; 9H-TQZ ;Airbus A340-313; F12C42Y213 ; May 2021 ;; 24.3 Years ;;
