;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; F-HDSJ ;Airbus A319-112;; 19 Jan 2022 ; Parked, lsd ; 13.3 Years ;;
; F-HLIA ;ATR 42-500; Y48 ; 14 Apr 2020 ;; 18.8 Years ;;
; EI-SLP ;ATR 72-212(F); Cargo ; 2 Feb 2022 ;lsd ; 26.2 Years ;;
; F-HGNU ;ATR 72-600 (72-212A); Y72 ; 17 Dec 2020 ;lsd ; 6.3 Years ;;
; F-GRGP ;Embraer ERJ-135ER;; 12 Jul 2019 ;; 22.4 Years ;;
; F-HLIP ;Embraer ERJ-135LR;; 23 Dec 2021 ; Parked ; 20.5 Years ;;
; F-HTOP ;Embraer ERJ-135LR;; 12 Jul 2019 ;; 17.1 Years ;;
; F- ;Embraer ERJ-135LR;; Due ; Stored ; 20.8 Years ;;
; F-HESR ;Embraer ERJ-145LR; Y50 ; 24 Jul 2019 ;; 14.5 Years ;;
; F-HGYM ;Embraer ERJ-145LR;; 27 Sep 2021 ; Parked ; 20.2 Years ;;
; F-HOXY ;Embraer ERJ-145LR;; 24 Jan 2020 ;lsd ; 14.2 Years ;;
; F-HRAM ;Embraer ERJ-145LU; Y49 ; 12 Jul 2019 ;; 21.9 Years ;;
; F-HRAP ;Embraer ERJ-145LR; Y44 ; 12 Jul 2019 ;; 14.3 Years ;;
; F-HRAV ;Embraer ERJ-145LU; Y49 ; 12 Jul 2019 ;; 22.8 Years ;;
; F-HRGD ;Embraer ERJ-145LU; Y49 ; 10 Oct 2019 ;; 21.2 Years ;;
; F-HYOG ;Embraer ERJ-145LR;; 18 Nov 2020 ;; 20.4 Years ;;
; S5-ACJ ;Embraer ERJ-145LU; Y44 ; 12 Jul 2019 ;; 22.8 Years ;;
