;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5Y-VVO ;Bombardier DHC-8-402Q Dash 8; Y76 ; 12 Apr 2013 ;; 19.9 Years ;;
; 5Y-VVW ;Bombardier DHC-8-402QPF Dash 8; Cargo ; 24 Sep 2009 ;; 22.8 Years ;;
; 5Y-VVX ;Bombardier DHC-8-402QPF Dash 8; Cargo ; 7 Nov 2009 ;; 22 Years ;;
; 5Y-VVY ;Bombardier DHC-8-402QPF Dash 8; Cargo ; 28 Apr 2010 ;; 22.8 Years ;;
; 5Y-VVZ ;Bombardier DHC-8-402QPF Dash 8; Cargo ; 8 Mar 2011 ;; 21.7 Years ;;
; 5Y-VVR ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 25 Sep 2008 ;; 32 Years ;;
; 5Y-VVS ;De Havilland Canada DHC-8-102A Dash 8;; 16 Sep 2008 ;; 29.2 Years ;;
; 5Y-VVT ;De Havilland Canada DHC-8-102A Dash 8;; 16 Sep 2008 ;; 28.8 Years ;;
; 5Y-VVG ;Fokker F50; Y50 ; 9 Jul 2003 ;; 33.3 Years ;;
; 5Y-VVH ;Fokker F50; Y50 ; 9 Jul 2004 ;; 31.3 Years ;;
